"","FinitePool_1","MediaExp_5","DemEdu","DemHealthcare","MediaExp_7","Longitude_3","Personal_7","MediaExp_3","Trustingroups_5","Personal_5","Ethnicmin","FinitePool_4","SARS","KnowledgeCert_2","Trustingroups_2","DemGen","COVIDexp","Longitude_2","quota_age","FinitePool_5","Trustingroups_4","Friends_7","Vaccine_2","COVIDeffect_4"
"1291","7","2","9","2","1","2","1","1","3","3","2","1","2","7","3","2","8","5","5","7","3","1","1","1"
"1292","7","1","4","2","1","1","1","1","3","1","2","5","2","7","4","1","8","3","6","3","4","2","1","1"
"1293","5","2","1","2","1","5","2","1","3","2","2","4","2","5","4","1","8","6","6","5","3","2","1","1"
"1294","6","1","4","2","2","1","1","1","3","1","2","4","2","3","4","1","8","4","3","3","3","1","1","4"
"1295","7","2","3","1","2","1","1","1","2","1","1","5","2","6","3","1","8","3","6","4","3","1","2","1"
"1296","5","2","2","2","1","1","1","1","2","2","2","6","2","5","4","1","8","4","5","4","4","1","1","1"
"1297","6","2","4","2","1","2","1","1","1","4","2","2","2","3","4","2","8","4","5","6","4","1","1","1"
"1298","3","2","4","2","1","1","2","1","2","2","2","5","2","6","3","2","8","1","6","5","3","2","1","1"
"1299","6","2","4","2","1","1","1","1","4","6","2","2","2","6","4","1","3","5","3","4","4","1","1","1"
"1300","3","1","4","2","1","2","2","1","2","3","1","5","2","5","2","2","8","4","2","5","3","2","1","2"
"1301","5","2","1","2","1","1","4","1","3","4","2","2","2","4","3","1","8","3","6","4","3","2","1","1"
"1302","5","2","3","2","1","2","6","1","3","4","2","6","2","5","4","2","8","3","5","7","3","4","1","1"
"1303","7","1","3","2","2","5","3","1","1","1","4","3","2","5","1","1","8","7","4","5","2","2","1","1"
"1304","7","1","3","1","1","1","1","1","2","2","2","2","2","3","2","2","8","2","5","2","4","2","1","1"
"1305","3","2","4","2","1","2","2","1","3","4","2","5","2","4","4","2","8","4","4","6","3","2","1","1"
"1306","1","2","4","2","2","1","7","1","3","2","2","7","2","7","3","2","8","1","5","2","3","7","1","1"
"1307","7","1","4","2","1","1","6","1","4","6","2","3","2","4","4","1","9","3","5","1","4","1","1","1"
"1308","2","1","4","2","1","1","1","1","3","1","2","1","2","4","3","2","8","1","4","3","3","1","1","1"
"1309","5","2","5","2","1","1","1","1","3","6","1","1","2","5","4","1","8","1","5","3","4","3","1","1"
"1310","2","1","4","2","1","1","1","1","2","3","1","1","2","4","4","1","8","2","3","7","3","1","1","1"
"1311","5","2","1","2","1","1","2","1","2","1","2","5","2","5","4","1","8","5","5","6","3","2","1","1"
"1312","6","1","5","2","1","3","1","1","2","4","2","1","2","2","3","2","2","5","4","7","3","1","1","7"
"1313","5","2","2","2","2","5","2","1","1","1","2","7","2","5","2","2","8","7","5","3","3","4","1","1"
"1314","6","2","1","2","1","3","1","1","3","1","2","4","2","3","4","1","8","4","6","1","3","1","1","1"
"1315","5","2","4","2","1","1","1","1","3","1","1","1","2","5","3","1","8","2","4","5","3","1","1","1"
"1316","7","2","4","2","1","1","1","1","4","5","2","1","2","6","4","2","8","2","5","7","5","1","1","1"
"1317","6","2","5","2","1","2","2","1","4","2","2","2","2","7","4","1","8","5","6","2","4","3","1","1"
"1318","7","2","5","2","1","1","2","1","2","4","2","2","2","3","4","2","8","1","5","3","4","2","1","1"
"1319","5","2","3","2","1","3","1","1","1","1","2","2","2","3","3","2","8","5","6","1","4","1","1","1"
"1320","7","2","4","2","1","3","1","1","3","3","2","1","2","5","4","2","9","3","6","3","3","1","1","1"
"1321","7","2","4","2","1","1","1","1","3","1","2","3","2","6","4","1","9","5","5","5","4","1","1","1"
"1322","4","1","2","2","1","1","3","1","1","4","2","3","2","5","3","2","8","1","5","1","2","3","1","1"
"1323","2","1","4","2","1","2","5","1","2","1","2","5","2","3","3","2","8","5","6","6","4","4","1","1"
"1324","5","1","5","1","1","2","1","1","3","2","2","3","1","6","4","2","8","5","5","1","3","2","1","1"
"1325","7","1","3","2","1","1","1","1","3","4","2","5","1","3","4","1","9","2","1","5","4","1","1","1"
"1326","3","2","5","2","1","1","5","1","2","5","1","5","2","6","2","2","8","3","6","4","3","5","2","1"
"1327","3","1","4","2","2","1","4","1","2","5","1","5","2","4","3","2","8","1","4","6","3","4","1","1"
"1328","6","1","3","2","1","1","2","1","3","2","2","4","2","3","3","1","8","1","5","3","3","2","1","1"
"1329","5","1","4","2","2","1","4","1","3","3","1","4","2","5","4","1","8","2","3","7","3","4","1","1"
"1330","5","1","4","2","2","1","1","1","3","2","2","2","2","6","3","2","8","2","5","5","3","1","1","1"
"1331","7","2","2","2","2","2","1","1","3","3","2","1","2","4","3","1","8","4","5","3","5","1","1","1"
"1332","4","2","5","2","1","2","1","1","3","3","2","3","2","2","4","2","8","3","5","6","4","1","1","1"
"1333","7","2","4","2","1","1","1","1","3","2","2","4","2","5","5","1","8","2","6","1","5","2","1","1"
"1334","2","2","4","2","1","1","2","1","3","4","2","5","2","5","3","2","8","2","2","6","3","2","1","1"
"1335","7","2","4","2","1","6","1","1","4","2","2","2","2","5","4","1","8","7","6","6","4","2","1","1"
"1336","5","2","3","2","1","5","3","1","3","2","2","4","2","5","4","1","8","5","6","3","4","2","1","1"
"1337","6","1","4","2","1","2","2","1","3","2","1","2","2","5","4","2","8","3","5","5","4","1","1","1"
"1338","6","1","3","1","1","2","1","1","3","4","2","2","2","6","3","1","9","4","4","4","3","2","2","2"
"1339","7","2","4","2","1","1","2","1","3","2","2","5","2","5","4","2","8","3","6","6","5","2","1","1"
"1340","5","2","1","2","2","2","2","1","2","2","2","2","2","5","4","2","8","3","5","1","3","2","1","1"
"1341","7","2","1","2","2","4","3","1","4","3","2","5","2","7","3","1","8","5","6","5","4","5","1","7"
"1342","6","1","2","2","1","2","3","1","2","3","1","5","2","4","3","2","8","4","6","3","4","2","1","1"
"1343","4","2","5","2","1","6","4","1","3","4","2","7","2","7","4","1","8","7","6","1","3","4","1","1"
"1344","5","1","1","2","1","3","1","1","1","2","2","5","2","3","4","1","8","5","5","4","3","2","1","1"
"1345","3","2","4","2","2","5","5","2","2","3","2","5","2","5","4","2","2","3","1","5","4","5","1","3"
"1346","1","2","4","2","1","1","7","1","1","7","2","7","2","5","2","2","8","1","5","7","3","7","2","1"
"1347","2","1","2","2","1","1","7","1","1","7","1","4","2","6","2","2","3","2","5","6","3","7","2","1"
"1348","5","2","9","2","2","1","1","1","3","2","2","1","2","5","3","2","8","1","5","1","4","1","1","1"
"1349","6","2","4","2","1","1","1","1","2","6","2","1","2","3","3","3","9","2","2","3","4","1","1","1"
"1350","5","2","2","2","2","1","2","1","1","2","2","1","2","3","3","1","8","1","5","4","3","1","1","1"
"1351","7","1","4","2","1","1","2","1","2","3","2","2","2","3","3","2","8","1","5","4","4","1","1","1"
"1352","1","2","4","2","1","1","1","1","3","2","2","4","2","3","3","2","8","1","5","4","3","2","1","1"
"1353","4","2","3","2","1","6","2","1","1","2","2","4","2","3","3","1","8","6","6","5","3","2","2","2"
"1354","6","1","2","2","1","2","2","1","2","5","2","1","2","3","3","2","9","4","3","7","3","2","1","1"
"1355","7","1","3","2","1","2","2","1","2","4","2","3","2","6","3","1","9","5","5","7","2","2","1","1"
"1356","5","1","3","2","1","1","3","1","2","4","2","3","2","6","3","2","8","2","6","6","3","3","1","1"
"1357","5","1","2","2","1","1","2","1","3","4","2","3","2","3","4","2","9","3","5","5","4","2","1","1"
"1358","7","1","9","2","1","2","1","1","5","4","2","1","2","3","5","2","8","5","5","6","5","1","1","1"
"1359","6","1","3","2","1","1","4","1","3","4","2","5","2","3","4","2","8","3","5","6","5","1","2","1"
"1360","7","2","4","2","1","2","1","1","2","3","2","2","2","5","4","2","8","3","5","1","3","1","1","1"
"1361","5","1","4","2","1","1","3","1","3","4","2","2","2","4","3","2","8","2","3","6","3","3","1","2"
"1362","5","1","4","2","1","2","5","1","4","2","2","5","2","5","4","2","8","3","5","2","3","5","1","3"
"1363","5","2","1","2","1","1","4","1","1","5","1","3","2","4","4","1","8","1","5","4","3","3","2","1"
"1364","6","2","1","2","1","2","2","1","3","2","2","5","2","3","4","2","8","2","6","5","4","1","1","1"
"1365","2","1","4","2","1","2","2","1","4","2","2","2","2","3","4","2","8","2","6","2","4","2","1","1"
"1366","5","1","3","2","1","1","4","1","3","4","2","4","2","4","3","2","8","3","5","5","3","4","1","1"
"1367","5","1","5","2","2","1","2","1","2","2","2","2","2","4","4","2","8","2","5","4","4","1","1","1"
"1368","4","1","3","2","1","3","1","1","3","3","2","2","2","3","4","2","8","5","3","4","4","1","1","1"
"1369","6","1","5","2","1","1","1","1","3","5","2","1","2","5","3","2","8","1","5","5","3","1","1","1"
"1370","5","2","2","2","2","2","1","1","3","4","2","1","2","7","5","2","8","4","5","7","5","1","2","1"
"1371","6","2","3","2","2","1","1","1","3","1","2","4","2","3","4","2","8","1","5","1","3","1","1","1"
"1372","7","2","4","2","2","2","1","1","2","4","2","2","2","3","4","2","2","3","3","5","5","1","1","7"
"1373","6","2","4","2","1","2","5","1","2","4","2","7","2","6","4","2","8","3","5","2","3","7","1","7"
"1374","3","1","3","2","1","5","1","1","3","2","2","6","2","4","2","1","8","5","3","4","2","1","1","1"
"1375","6","2","4","2","1","3","2","1","3","2","1","5","2","6","4","1","8","3","5","4","3","2","1","1"
"1376","6","1","9","2","1","1","1","1","3","1","2","1","2","5","4","1","8","5","5","2","3","1","1","1"
"1377","6","1","3","2","1","6","4","1","3","5","2","4","2","2","4","1","8","6","5","6","4","4","1","2"
"1378","6","1","3","2","1","2","3","1","2","3","1","4","2","6","3","2","8","2","4","6","2","5","1","1"
"1379","6","2","3","1","1","3","3","1","3","4","2","5","2","4","4","2","8","3","4","5","3","4","2","1"
"1380","5","1","3","2","1","1","1","1","2","4","2","3","2","6","3","2","8","2","5","3","4","2","1","1"
"1381","6","2","5","2","1","3","5","1","1","3","2","5","2","5","3","2","8","4","6","6","3","5","1","1"
"1382","6","2","5","2","1","2","1","1","3","2","2","2","2","6","3","2","8","4","5","3","3","1","1","1"
"1383","6","1","4","2","1","6","3","1","3","6","1","3","2","4","4","1","8","6","4","6","4","3","1","1"
"1384","7","1","5","2","1","1","1","1","2","1","1","1","2","7","2","2","9","4","4","3","3","1","1","7"
"1385","3","2","4","2","1","2","2","1","3","6","2","6","2","7","3","2","8","2","6","3","3","3","1","1"
"1386","7","2","4","2","1","6","7","1","2","7","1","7","2","2","3","2","8","6","5","7","2","6","1","1"
"1387","4","1","4","2","1","2","4","1","3","5","1","5","2","3","4","2","8","4","5","5","3","4","1","1"
"1388","3","2","5","2","2","1","1","1","4","1","2","4","2","5","3","2","8","4","5","1","3","1","1","1"
"1389","2","1","5","2","1","1","1","1","1","2","1","1","2","3","4","1","8","2","4","5","3","1","1","1"
"1390","4","1","4","2","1","1","4","1","3","4","1","4","2","3","3","2","2","3","3","6","3","5","1","3"
"1391","6","1","4","2","1","1","3","1","3","4","2","3","2","3","3","1","8","3","5","6","4","2","1","1"
"1392","1","2","5","2","1","1","1","1","3","3","1","1","2","5","3","1","8","2","5","1","3","1","2","1"
"1393","4","1","3","2","1","6","5","1","3","4","2","4","2","2","3","2","8","6","4","4","3","4","1","1"
"1394","7","2","4","2","1","1","1","1","4","4","1","3","2","4","4","2","8","2","6","1","4","4","1","1"
"1395","2","2","5","2","1","3","5","1","3","2","1","6","2","7","4","2","8","6","5","2","2","5","1","1"
"1396","2","1","4","2","1","4","1","1","3","2","1","1","2","2","3","2","8","5","3","3","3","1","2","1"
"1397","4","1","5","2","1","4","1","1","3","1","1","1","2","5","3","2","8","4","4","1","3","1","1","1"
"1398","6","2","5","2","1","1","5","1","1","5","1","4","2","6","3","1","9","2","5","1","3","5","1","1"
"1399","7","2","2","2","2","2","2","1","3","4","4","5","2","3","3","2","8","2","5","4","4","3","1","1"
"1400","6","1","5","2","1","1","2","1","1","5","1","3","2","4","3","2","8","3","5","7","2","3","1","1"
"1401","6","1","4","2","1","3","3","1","3","6","1","3","2","5","3","2","8","6","5","7","3","3","1","1"
"1402","2","2","5","2","1","1","7","1","1","1","1","7","2","7","3","1","8","1","6","6","3","1","1","1"
"1403","7","2","1","2","1","1","2","1","2","1","2","4","2","3","3","1","2","3","6","6","3","1","1","3"
"1404","5","1","4","2","1","2","4","1","2","4","1","3","2","3","4","2","8","3","1","3","3","4","1","1"
"1405","7","1","4","2","1","1","2","1","2","5","2","1","2","6","3","1","8","1","2","7","3","2","1","5"
"1406","7","2","3","2","1","2","1","1","3","5","2","1","2","5","3","2","8","3","4","5","3","1","1","1"
"1407","5","1","4","2","1","1","1","1","3","1","1","1","2","3","3","2","8","1","2","3","3","1","1","1"
"1408","7","1","3","2","1","1","2","1","2","5","2","5","2","5","3","1","8","2","1","3","4","2","1","1"
"1409","6","1","5","2","1","1","2","1","2","6","2","2","2","3","2","1","2","5","2","7","4","1","1","2"
"1410","1","1","3","2","2","1","1","1","1","6","2","1","2","7","2","1","9","2","1","7","3","1","1","1"
"1411","4","1","5","2","1","2","7","1","2","7","2","2","2","5","3","1","9","5","2","5","3","1","1","1"
"1412","1","1","2","2","1","5","3","1","2","1","2","6","2","2","3","2","8","5","5","4","2","2","1","1"
"1413","7","1","4","2","1","5","3","1","3","3","2","4","2","6","4","2","8","6","2","5","3","3","1","2"
"1414","7","1","4","2","1","1","1","1","3","1","2","1","2","4","4","2","8","1","2","5","4","1","1","1"
"1415","2","2","4","2","1","1","7","1","2","1","2","6","2","7","4","1","3","2","2","7","3","5","1","1"
"1416","7","1","4","2","2","1","1","1","4","5","1","1","2","2","4","1","8","3","1","7","5","1","1","1"
"1417","5","1","3","2","1","7","3","1","1","4","1","3","2","6","3","2","8","7","1","6","3","3","1","2"
"1418","5","1","4","1","1","1","2","1","3","4","2","2","2","5","2","2","8","1","2","4","3","2","1","1"
"1419","7","1","3","2","1","1","2","1","3","4","2","3","2","4","3","2","8","1","1","5","4","2","1","1"
"1420","7","1","4","2","1","4","1","1","2","2","1","1","2","6","4","1","8","6","3","7","5","1","1","1"
"1421","5","1","4","2","1","2","3","1","3","4","1","4","2","4","4","2","8","3","6","4","3","4","1","1"
"1422","5","2","3","2","1","3","3","1","1","6","1","3","2","7","3","1","2","4","2","6","3","1","1","3"
"1423","4","1","5","2","1","2","4","1","4","3","2","5","2","6","4","1","8","3","4","6","3","1","1","1"
"1424","5","1","3","2","1","3","4","1","3","4","2","4","2","5","4","2","8","4","2","4","4","3","1","1"
"1425","1","1","3","2","1","1","1","1","3","1","2","1","2","3","3","2","8","1","3","1","3","1","1","1"
"1426","3","1","4","2","1","1","2","1","3","2","2","3","2","3","4","2","8","2","2","4","3","2","1","1"
"1427","5","2","5","2","1","4","2","1","3","2","1","3","2","3","4","2","8","5","5","4","4","2","1","1"
"1428","4","1","3","2","2","4","4","2","2","4","2","4","2","5","3","2","8","4","1","4","3","4","2","3"
"1429","7","1","3","1","1","1","1","1","4","1","1","1","2","3","5","2","8","1","3","1","5","1","1","1"
"1430","4","1","4","2","1","1","1","1","1","1","2","1","2","3","3","1","8","1","3","4","3","1","1","1"
"1431","7","1","5","2","1","2","1","1","4","1","2","1","2","7","4","2","8","3","2","5","5","1","1","1"
"1432","5","2","3","2","2","1","1","2","3","5","2","1","2","6","3","2","8","1","3","2","3","1","1","1"
"1433","7","1","9","2","1","2","1","1","3","2","1","1","2","7","3","2","8","3","2","5","3","1","1","1"
"1434","7","1","4","2","1","2","1","1","3","1","2","4","2","5","4","2","8","3","2","5","3","1","1","1"
"1435","7","1","5","2","1","1","1","1","4","1","1","1","2","6","4","2","8","3","2","2","4","1","1","1"
"1436","7","1","4","2","1","1","1","1","3","4","1","3","2","6","3","1","8","3","2","5","3","1","1","1"
"1437","3","1","4","2","1","4","2","1","1","5","1","2","2","6","3","1","8","6","1","6","3","2","1","1"
"1438","5","1","4","2","2","1","7","1","4","5","2","2","2","3","4","2","8","2","2","1","4","4","1","1"
"1439","3","1","3","2","1","1","2","1","3","2","2","3","2","3","4","2","8","2","2","3","4","2","1","1"
"1440","7","1","4","2","2","2","2","1","2","2","2","3","2","6","3","1","8","4","3","6","3","2","1","1"
"1441","7","2","3","2","2","1","1","1","5","1","2","1","2","3","5","1","8","1","2","1","5","1","1","1"
"1442","3","2","4","2","1","1","1","1","4","3","2","2","2","3","4","2","8","3","1","3","4","1","1","1"
"1443","6","1","3","2","1","1","1","1","3","2","2","2","2","4","4","2","8","1","3","4","4","1","1","1"
"1444","6","1","9","2","1","4","2","1","3","2","2","3","2","2","4","2","8","5","2","7","4","2","1","1"
"1445","4","1","5","2","1","2","1","1","3","2","2","6","2","5","3","1","8","4","2","7","3","1","1","1"
"1446","5","1","4","2","1","1","3","2","2","4","1","2","2","6","4","2","8","2","1","5","3","4","1","1"
"1447","7","1","5","2","1","2","1","1","4","2","2","5","2","5","4","1","8","3","2","5","4","5","1","1"
"1448","1","1","4","2","1","1","2","1","2","1","2","2","2","2","5","1","8","3","2","7","3","4","1","1"
"1449","6","1","4","2","1","1","3","1","1","3","1","7","2","7","3","2","8","1","3","1","3","4","2","1"
"1450","3","1","5","2","1","2","1","1","2","2","2","3","2","6","4","1","9","4","3","1","3","2","1","1"
"1451","4","1","4","2","1","2","1","1","3","1","2","3","2","4","3","2","9","4","2","4","3","3","2","2"
"1452","7","1","4","2","1","2","1","1","3","2","2","1","2","7","2","1","8","4","2","5","4","1","1","1"
"1453","5","1","3","2","1","1","1","2","2","1","1","1","2","4","4","1","8","1","1","1","3","1","1","1"
"1454","3","2","4","2","2","1","1","1","2","1","2","2","2","3","3","1","8","1","2","4","3","1","1","1"
"1455","3","1","4","2","1","1","2","1","4","3","1","4","2","3","4","1","8","1","2","3","4","2","2","1"
"1456","7","2","4","2","1","1","1","1","2","1","2","2","2","6","4","1","3","4","2","4","3","2","1","1"
"1457","1","1","3","2","1","7","6","1","1","6","2","7","2","7","1","1","8","7","4","7","1","5","1","1"
"1458","6","2","3","2","1","2","3","1","2","5","2","7","2","3","3","1","8","4","5","7","3","5","1","2"
"1459","5","1","4","2","1","1","2","1","2","2","2","1","2","7","2","1","8","1","2","6","3","1","2","1"
"1460","1","1","3","2","1","1","1","1","3","1","2","7","2","6","5","2","8","1","5","5","3","1","2","1"
"1461","3","1","3","2","1","2","2","1","2","2","2","3","2","4","2","2","2","2","3","4","2","3","1","1"
"1462","6","1","4","2","1","1","1","1","2","4","2","2","2","6","3","1","8","2","2","6","3","1","1","1"
"1463","7","1","9","1","1","1","1","1","3","1","2","1","2","3","5","2","8","2","4","6","5","1","1","1"
"1464","3","1","4","2","1","1","2","1","3","1","2","3","2","5","4","2","8","2","3","5","3","2","1","1"
"1465","4","1","5","2","1","1","2","1","2","3","1","3","2","3","2","2","2","4","2","7","3","3","1","2"
"1466","2","1","4","2","1","1","1","1","3","1","2","6","2","3","5","1","8","2","1","3","3","1","1","1"
"1467","5","2","3","2","2","1","1","2","1","5","1","1","2","5","1","3","8","1","1","5","1","1","1","1"
"1468","6","1","5","2","1","5","7","1","3","7","1","7","2","5","5","2","2","7","3","7","5","7","1","1"
"1469","1","1","4","2","1","1","2","1","2","2","2","3","2","7","3","2","8","1","4","2","3","2","1","1"
"1470","7","2","3","2","1","1","2","1","2","6","2","3","2","2","3","2","8","2","3","6","3","3","1","1"
"1471","5","1","4","2","2","2","3","1","3","5","1","3","2","3","4","1","8","3","2","5","3","3","1","4"
"1472","6","1","5","2","1","5","1","1","2","5","2","2","2","5","3","2","2","6","2","2","4","2","1","1"
"1473","1","2","9","2","1","1","1","1","2","2","2","2","2","5","3","2","8","1","5","6","3","2","1","1"
"1474","1","2","4","2","1","1","1","1","3","1","2","1","2","6","2","2","8","1","4","1","3","1","1","1"
"1475","2","2","5","1","2","1","1","2","3","4","2","1","2","6","4","1","8","2","3","4","4","1","2","1"
"1476","4","1","5","2","1","1","1","1","3","1","2","2","2","6","4","2","8","2","3","3","4","1","1","1"
"1477","5","1","4","2","1","1","1","1","3","1","2","3","2","2","3","2","8","1","2","6","3","1","1","1"
"1478","6","2","2","2","1","2","1","1","4","5","2","1","1","3","4","1","3","5","3","6","4","1","1","1"
"1479","3","1","5","2","1","1","2","1","4","3","2","1","2","3","4","2","8","2","4","2","4","2","1","1"
"1480","7","1","5","2","1","4","1","1","3","2","2","2","2","4","4","2","8","4","2","4","4","5","1","1"
"1481","4","2","4","2","1","1","1","2","3","1","2","1","2","4","4","2","8","1","6","1","3","1","1","1"
"1482","4","1","5","2","1","1","1","1","2","2","2","1","2","5","2","1","8","2","2","4","3","1","1","1"
"1483","2","1","3","2","1","1","7","1","1","2","2","7","2","4","2","2","8","2","2","4","1","7","2","1"
"1484","4","2","4","2","2","1","4","1","1","4","2","7","2","3","1","2","8","1","6","1","1","4","1","1"
"1485","7","1","2","2","1","3","1","1","3","2","2","3","2","3","4","2","8","5","5","6","4","2","1","1"
"1486","7","1","3","2","1","7","1","1","3","4","2","1","2","6","2","1","2","7","3","7","3","1","1","1"
"1487","6","1","4","2","1","2","2","1","1","6","1","3","2","6","3","2","2","4","2","6","3","2","1","1"
"1488","5","1","4","2","1","1","1","1","2","3","2","1","2","3","4","2","8","1","1","5","4","1","1","1"
"1489","2","1","5","2","1","1","1","1","2","5","2","4","2","6","3","2","8","1","3","1","4","2","1","1"
"1490","2","1","9","2","1","2","2","1","3","2","2","2","2","3","3","2","8","3","5","3","3","2","1","1"
"1491","7","1","3","2","1","1","1","1","3","7","2","1","2","2","4","1","8","2","3","5","3","1","1","1"
"1492","6","1","4","2","1","1","7","1","3","4","2","7","2","6","4","2","8","2","4","7","3","5","1","1"
"1493","5","1","4","2","1","1","1","1","3","1","2","3","2","7","3","2","9","5","2","6","3","2","1","1"
"1494","6","1","4","2","1","2","1","1","2","3","1","4","2","6","4","2","8","2","1","7","3","1","1","1"
"1495","5","2","4","2","1","1","2","1","3","4","2","2","2","3","4","2","8","2","3","6","3","2","1","1"
"1496","2","1","5","2","1","1","1","1","1","1","2","2","2","7","4","2","8","1","4","6","4","1","1","1"
"1497","6","1","4","2","1","1","1","1","2","1","2","1","2","7","4","1","8","1","2","5","3","1","2","1"
"1498","5","1","5","2","1","2","1","1","1","2","2","1","2","6","1","2","8","5","2","2","3","2","1","1"
"1499","7","2","4","2","1","1","7","1","4","2","2","2","2","6","5","1","8","5","2","5","5","1","1","1"
"1500","7","2","4","2","2","1","1","1","1","4","2","1","2","2","5","2","8","1","4","7","4","4","1","7"
"1501","7","1","3","2","1","1","1","1","3","4","2","2","2","5","3","2","8","4","3","5","3","1","1","1"
"1502","7","1","4","2","1","1","3","1","2","3","1","3","2","4","3","1","9","2","1","7","3","4","1","1"
"1503","7","1","4","2","1","1","1","1","2","1","2","1","2","7","4","1","8","1","3","5","4","1","1","1"
"1504","3","1","4","2","1","1","1","1","3","3","2","3","2","5","3","1","8","1","2","6","3","1","1","1"
"1505","7","1","3","2","1","1","2","1","3","2","2","2","2","3","3","2","8","2","3","7","4","2","1","1"
"1506","5","1","3","2","1","7","1","1","1","4","1","1","2","4","3","1","8","7","1","7","3","1","1","1"
"1507","7","1","4","2","1","1","2","1","3","2","2","2","2","5","4","1","8","3","2","4","5","2","1","1"
"1508","4","1","4","2","1","7","1","1","3","1","1","1","2","3","4","2","8","7","2","1","3","1","2","1"
"1509","3","1","4","2","1","1","1","1","3","2","1","2","2","3","4","1","8","1","3","2","4","1","1","1"
"1510","5","1","9","2","1","2","1","1","2","1","2","2","2","7","2","1","8","4","2","5","3","1","1","1"
"1511","4","1","5","2","1","1","2","1","2","2","2","4","2","6","3","1","8","2","4","6","3","2","1","1"
"1512","3","1","4","2","1","2","5","1","3","6","2","3","2","5","5","2","8","5","2","3","3","4","1","1"
"1513","4","2","4","2","1","1","1","1","3","2","2","4","2","7","4","1","8","3","2","7","3","5","1","1"
"1514","7","1","4","2","1","1","1","1","1","1","2","1","2","1","3","2","8","1","3","7","3","1","1","1"
"1515","1","2","3","2","2","1","1","1","3","1","2","6","2","5","4","1","8","1","4","4","5","3","2","1"
"1516","7","1","4","2","1","1","1","1","3","4","2","2","2","3","3","2","8","1","4","1","3","1","1","1"
"1517","4","1","5","2","1","1","1","1","2","1","1","1","2","3","4","1","3","1","4","7","3","1","1","1"
"1518","5","1","4","2","1","1","3","1","2","5","2","3","2","5","3","2","8","2","1","5","4","4","1","1"
"1519","5","1","4","2","1","1","1","1","2","1","2","1","2","6","3","1","8","3","1","6","4","1","1","1"
"1520","6","2","3","2","1","1","1","1","2","2","2","6","2","6","4","2","8","2","1","6","3","2","1","1"
"1521","6","1","4","2","1","1","1","1","4","1","1","1","2","2","4","1","9","1","2","5","5","1","1","1"
"1522","5","1","3","2","1","1","3","1","1","5","2","2","2","4","3","2","8","1","1","7","4","2","2","1"
"1523","3","2","4","2","2","1","1","1","3","4","1","1","2","3","3","1","9","1","2","5","4","1","1","1"
"1524","5","1","3","2","1","1","2","1","3","3","2","2","2","3","4","2","9","2","2","2","4","3","1","1"
"1525","7","1","5","2","1","3","4","1","3","4","2","3","2","2","4","1","8","5","5","6","5","4","1","1"
"1526","5","1","5","2","1","3","2","1","3","2","2","4","2","5","3","1","8","5","1","6","3","2","1","1"
"1527","4","1","3","2","2","1","2","1","2","5","2","4","2","7","4","2","2","1","5","6","4","2","1","1"
"1528","1","2","4","2","2","5","1","1","3","1","2","7","2","5","3","2","8","6","6","5","3","1","1","1"
"1529","5","1","3","2","1","1","3","2","2","4","2","2","2","5","3","1","8","3","1","6","3","2","1","1"
"1530","4","1","9","1","1","2","1","1","3","1","1","1","2","7","3","2","9","3","2","4","5","1","1","1"
"1531","7","1","3","2","1","2","1","1","3","1","2","1","2","5","4","1","8","3","5","6","4","1","1","1"
"1532","2","1","3","2","1","1","1","1","3","1","2","7","2","6","3","2","8","2","5","6","4","2","1","1"
"1533","2","2","4","2","2","6","4","2","1","6","2","4","2","7","3","2","8","5","5","5","3","4","2","1"
"1534","4","1","3","2","1","1","2","1","2","1","2","2","2","4","4","2","8","4","1","6","3","2","1","1"
"1535","6","1","4","2","1","1","1","1","3","1","2","2","2","5","3","1","8","1","2","5","3","1","1","1"
"1536","6","1","3","2","1","4","4","2","2","3","2","3","2","5","4","2","9","4","1","2","3","4","1","1"
"1537","1","2","4","2","2","1","2","2","3","4","2","1","2","4","4","2","8","1","5","1","3","2","1","1"
"1538","6","1","4","2","1","4","4","1","1","3","2","2","2","5","3","1","9","5","2","5","3","4","1","2"
"1539","4","2","5","2","1","3","1","1","2","2","2","2","2","6","4","2","8","4","5","1","3","2","1","2"
"1540","7","2","5","2","1","4","1","1","3","6","2","3","2","6","4","1","8","7","5","7","4","2","1","2"
"1541","2","1","4","2","2","1","2","1","3","1","2","2","2","2","3","2","8","1","3","1","4","3","1","1"
"1542","2","1","3","2","1","1","2","1","3","2","1","4","2","5","3","2","8","1","1","5","3","2","1","1"
"1543","2","1","4","2","2","1","3","1","4","2","2","3","2","5","4","2","8","2","4","4","4","2","1","1"
"1544","7","2","3","2","1","4","1","1","2","2","2","1","2","2","1","2","8","5","3","3","3","1","1","1"
"1545","7","2","5","2","2","1","3","1","3","3","2","4","2","5","4","2","8","3","4","5","4","2","1","7"
"1546","5","2","3","2","2","1","5","1","3","4","2","7","2","4","3","1","9","2","4","2","3","3","1","1"
"1547","6","1","5","2","1","1","1","1","3","2","2","1","2","6","4","1","8","2","2","4","4","1","1","1"
"1548","5","1","9","2","1","1","1","1","1","6","2","1","2","3","2","1","8","2","3","2","4","1","1","1"
"1549","2","1","3","2","1","1","2","1","2","5","1","4","2","2","3","2","8","4","1","6","3","3","1","1"
"1550","7","2","4","2","2","2","3","1","2","6","1","3","2","3","3","1","8","3","5","6","3","4","2","1"
