"","FinitePool_1","MediaExp_5","DemEdu","DemHealthcare","MediaExp_7","Longitude_3","Personal_7","MediaExp_3","Trustingroups_5","Personal_5","Ethnicmin","FinitePool_4","SARS","KnowledgeCert_2","Trustingroups_2","DemGen","COVIDexp","Longitude_2","quota_age","FinitePool_5","Trustingroups_4","Friends_7","Vaccine_2","COVIDeffect_4"
"269","6","1","5","2","1","1","1","1","3","1","2","5","2","7","5","1","8","4","4","7","4","1","1","5"
"270","5","1","9","1","1","3","2","1","2","3","2","2","2","2","2","1","8","5","5","3","3","2","1","2"
"271","5","1","2","2","1","2","3","1","1","3","2","6","2","2","4","2","8","2","4","6","4","5","1","1"
"272","7","1","2","2","1","4","1","1","1","7","2","1","2","4","1","1","9","3","4","3","4","2","1","1"
"273","7","2","3","2","1","1","1","1","3","7","2","1","2","4","1","1","8","2","4","7","4","1","1","1"
"274","5","2","3","2","1","3","2","1","2","2","2","3","2","4","4","2","8","4","6","5","3","2","1","1"
"275","2","2","1","2","1","2","1","1","3","2","2","2","2","4","4","1","9","5","4","4","3","1","1","1"
"276","1","1","9","2","1","7","6","1","3","4","2","1","2","4","3","2","8","7","4","1","3","7","1","1"
"277","5","1","5","2","1","5","4","1","2","4","2","5","2","4","3","1","8","7","2","6","2","4","2","2"
"278","3","2","3","2","1","4","4","1","2","2","2","4","2","1","2","1","8","7","2","5","3","3","1","7"
"279","7","1","5","2","1","2","1","1","1","3","2","5","2","7","2","1","8","5","4","4","2","3","2","1"
"280","6","1","9","2","2","5","6","1","2","5","4","6","2","2","3","2","8","5","4","5","3","6","1","2"
"281","4","2","3","2","2","4","4","2","3","4","2","4","2","4","3","2","8","4","6","4","3","4","1","1"
"282","7","2","3","2","1","7","5","1","1","6","2","6","2","6","4","1","8","7","1","7","5","5","1","1"
"283","5","2","3","2","1","2","3","1","1","3","2","4","2","3","2","2","2","4","6","5","3","4","1","1"
"284","4","1","3","2","1","1","1","1","4","2","2","1","2","2","4","1","9","1","2","6","4","1","1","1"
"285","6","2","3","2","2","6","5","1","1","5","2","5","2","6","4","2","3","5","3","5","2","4","1","5"
"286","7","1","4","1","1","2","5","1","2","6","1","7","2","3","2","1","8","4","4","7","3","4","1","3"
"287","2","1","4","2","1","4","4","2","1","4","4","5","2","3","1","1","8","4","3","5","2","4","1","1"
"288","5","2","3","2","1","1","5","1","4","4","2","4","2","4","3","2","8","1","3","4","4","5","1","4"
"289","5","1","3","2","2","5","5","1","3","5","4","5","2","4","4","2","8","5","5","6","4","5","1","1"
"290","2","2","3","2","2","1","1","1","2","1","2","4","2","4","3","2","9","2","4","4","3","1","1","1"
"291","5","1","1","2","1","4","3","1","2","2","1","7","2","3","2","2","8","5","5","6","3","2","2","6"
"292","7","1","3","2","2","1","7","2","3","4","2","5","2","4","2","1","8","1","3","7","2","1","2","1"
"293","6","1","2","2","1","1","1","1","1","2","2","6","2","3","3","1","9","1","3","7","3","1","1","1"
"294","7","1","1","2","1","6","1","1","1","3","2","7","2","4","4","1","8","7","5","7","4","3","1","1"
"295","5","1","3","2","2","5","5","1","2","5","2","4","2","4","3","1","8","5","3","5","3","5","1","4"
"296","6","1","3","2","1","5","3","1","2","6","2","2","2","5","2","2","3","7","4","5","3","2","1","1"
"297","4","1","3","2","2","4","2","1","2","3","2","3","2","3","3","2","8","5","4","6","3","2","1","1"
"298","7","1","3","2","1","1","2","1","3","2","2","2","2","3","3","1","8","3","4","6","3","2","1","1"
"299","6","1","3","2","1","2","3","1","2","4","2","5","2","3","3","2","9","3","5","7","4","3","2","1"
"300","2","1","5","1","1","1","2","1","3","2","2","2","2","3","3","1","8","2","2","5","3","1","1","2"
"301","6","1","3","2","1","2","3","1","2","5","2","4","2","3","3","2","9","3","5","5","3","3","1","6"
"302","7","1","5","2","1","6","4","1","3","1","2","5","2","2","5","2","8","6","6","7","4","4","1","1"
"303","1","2","3","2","1","5","1","1","1","7","2","1","2","7","3","1","8","7","4","7","3","1","1","1"
"304","2","2","1","2","1","5","3","1","3","1","2","7","2","4","4","1","8","7","3","4","1","5","1","1"
"305","2","1","3","2","1","2","3","1","1","6","2","4","2","5","2","2","9","4","1","5","3","3","1","1"
"306","3","1","9","2","1","1","7","1","2","5","2","7","2","2","4","1","8","5","4","5","4","7","1","1"
"307","5","2","2","2","1","3","1","1","2","1","2","4","2","3","4","1","8","4","4","5","2","1","1","1"
"308","7","2","4","2","2","1","2","1","4","6","2","4","2","7","4","2","8","3","3","7","4","3","1","5"
"309","6","1","3","2","1","3","2","1","1","1","2","5","2","3","2","1","8","5","6","7","4","2","1","1"
"310","4","1","9","2","2","4","5","2","4","4","2","6","2","6","4","2","3","6","3","2","3","6","2","3"
"311","7","2","3","2","1","1","4","1","3","6","2","4","2","3","3","1","8","2","4","7","3","4","1","1"
"312","5","2","3","2","1","4","1","1","1","2","2","4","2","3","2","1","8","6","3","5","3","2","1","1"
"313","7","2","3","2","1","2","2","2","3","7","2","4","2","4","3","2","2","5","4","5","4","2","1","1"
"314","6","1","3","2","1","1","4","1","2","3","2","5","2","7","2","1","8","3","5","6","3","4","1","1"
"315","3","2","1","2","1","2","5","1","1","5","2","6","2","3","3","1","8","2","5","6","2","5","2","1"
"316","7","2","3","2","1","7","4","1","3","5","2","5","2","5","3","2","8","7","5","7","3","4","1","1"
"317","5","2","3","2","2","4","4","1","2","3","2","2","2","3","3","2","8","4","4","5","3","3","1","2"
"318","6","1","9","2","2","6","4","2","3","6","2","5","2","4","3","1","8","3","3","4","2","5","1","5"
"319","5","1","1","2","1","6","1","1","2","1","2","7","2","4","4","2","8","6","5","7","3","1","1","1"
"320","6","2","5","2","1","1","1","1","2","1","2","2","2","5","3","2","9","2","3","7","3","1","1","6"
"321","3","1","3","2","1","1","2","1","3","3","2","3","2","4","4","2","9","3","2","5","3","3","1","4"
"322","7","1","2","2","1","1","4","1","3","4","2","6","2","5","4","1","3","2","5","7","4","1","1","7"
"323","6","1","3","2","1","1","1","1","3","4","2","1","2","6","4","2","9","4","2","3","3","1","1","2"
"325","1","2","2","1","2","1","4","1","1","3","1","1","1","3","3","2","2","1","1","5","1","4","2","1"
"326","3","2","4","2","1","6","5","2","4","4","1","5","2","5","5","1","9","6","1","4","4","5","1","4"
"327","1","2","3","2","2","5","4","1","1","5","2","6","2","7","3","1","8","5","6","5","3","7","1","2"
"328","4","1","4","2","1","6","7","1","1","7","2","2","2","2","3","1","4","7","1","4","2","5","1","7"
"329","7","2","4","2","2","2","3","1","2","2","2","5","2","3","3","1","8","3","4","5","3","3","1","1"
"330","1","2","3","2","1","4","7","1","1","7","2","7","2","4","3","1","8","5","3","7","1","7","1","7"
"331","5","1","5","1","2","3","4","1","3","4","1","5","1","4","3","2","3","3","2","3","1","4","1","3"
"332","4","1","5","2","2","4","4","1","3","3","2","2","2","3","2","2","8","4","2","3","2","3","1","3"
"333","7","1","4","1","1","7","7","1","5","7","1","7","1","1","5","1","2","7","3","7","5","7","1","7"
"334","6","1","3","2","1","7","7","1","3","6","1","7","2","6","5","1","8","7","3","7","5","6","1","1"
"335","5","1","4","2","2","7","5","2","2","5","2","6","2","3","4","2","8","7","2","5","4","6","1","5"
"336","6","1","4","2","1","2","2","1","1","5","2","3","2","4","1","1","8","3","1","6","1","1","1","1"
"337","6","2","4","2","1","4","4","1","3","3","2","4","2","4","3","2","8","4","2","4","2","3","1","3"
"338","4","1","3","2","1","4","4","1","3","4","2","4","2","4","3","1","8","4","4","4","3","4","2","4"
"339","7","2","1","2","1","4","4","1","1","7","1","7","2","2","3","1","8","5","4","7","3","7","1","1"
"340","2","2","5","2","2","2","2","1","4","2","2","2","2","5","3","1","9","3","3","7","3","4","1","1"
"341","7","1","5","2","1","2","1","1","4","1","2","2","2","3","5","1","8","5","4","7","5","1","1","1"
"342","3","1","5","1","1","1","1","1","1","5","4","3","2","3","4","1","8","7","5","3","3","3","1","3"
"343","5","2","3","2","1","4","4","1","3","4","1","7","2","3","3","2","9","5","5","6","3","5","1","2"
"344","4","1","3","1","1","4","2","1","2","4","2","5","1","5","4","2","2","5","3","5","1","3","1","4"
"345","7","1","3","2","1","2","4","1","3","4","2","4","2","3","4","1","9","4","4","6","4","3","1","1"
"346","7","1","4","2","1","7","7","1","4","7","4","7","2","4","4","2","8","7","3","7","5","6","1","6"
"347","5","1","3","2","1","6","6","2","4","6","4","6","2","3","5","2","2","5","4","5","3","5","1","6"
"348","5","2","3","2","2","4","3","2","3","5","2","5","2","5","3","2","9","5","2","4","3","3","1","3"
"349","5","2","3","2","1","3","2","1","3","2","2","3","2","5","4","2","8","4","6","4","3","2","1","1"
"350","4","2","4","1","2","7","2","1","4","4","2","3","1","7","5","2","1","3","2","5","3","4","2","1"
"351","5","2","3","2","1","1","4","1","3","5","2","3","1","3","4","1","1","4","2","4","4","5","1","5"
"352","5","1","3","2","1","1","5","1","3","5","2","7","2","5","4","2","8","4","2","7","3","4","1","1"
"353","2","1","5","2","1","2","4","1","2","3","2","3","2","2","3","2","2","4","2","4","2","3","1","1"
"354","4","1","4","2","2","4","5","1","4","3","2","3","2","5","3","2","8","3","3","5","3","3","1","4"
"355","7","1","9","2","1","4","1","1","2","1","2","1","2","3","3","1","8","7","4","4","4","1","1","1"
"356","5","1","4","2","1","5","2","1","2","7","2","2","2","7","3","2","8","6","5","6","3","2","1","2"
"357","7","2","2","2","1","1","6","1","1","6","2","5","2","3","2","2","9","4","2","6","3","4","1","1"
"358","5","2","4","2","2","1","5","1","2","2","4","7","1","5","3","2","8","4","1","6","4","5","1","4"
"359","6","2","1","2","1","4","5","1","2","5","2","5","2","3","2","1","3","5","4","5","3","4","1","6"
"360","6","2","2","2","1","1","5","1","1","7","2","7","2","4","4","2","8","1","5","7","1","7","1","1"
"361","6","1","4","2","1","3","4","1","3","4","2","5","2","3","4","2","8","4","3","7","3","5","1","5"
"362","6","2","3","2","1","4","5","1","2","4","2","5","2","6","3","2","8","6","6","6","3","5","1","1"
"364","5","2","3","1","2","1","3","1","3","3","2","7","2","3","4","2","9","4","6","1","4","3","1","1"
"365","2","2","4","2","2","5","7","1","1","3","2","7","2","7","3","1","8","7","2","7","2","7","1","3"
"366","4","1","5","2","1","2","4","1","3","3","2","3","2","3","4","2","9","3","5","6","3","3","1","2"
"367","1","2","9","2","1","1","1","1","3","1","2","1","2","3","5","2","8","7","3","7","5","1","1","1"
"368","5","1","2","2","1","4","4","1","1","2","1","5","2","6","2","2","1","6","3","6","3","5","1","3"
"369","5","2","3","2","1","1","4","1","2","6","2","4","2","2","3","1","8","2","4","3","3","3","1","1"
"370","7","2","3","2","1","1","4","1","3","3","2","6","2","3","3","1","2","5","4","7","3","5","1","1"
"371","5","2","3","2","1","3","3","2","2","4","2","4","2","3","3","2","8","4","1","6","3","6","1","5"
"373","5","2","1","2","2","5","4","1","3","4","4","3","2","4","4","1","8","5","4","5","2","5","1","5"
"374","2","2","3","2","2","1","3","1","3","4","2","2","2","5","3","2","8","2","3","2","2","1","2","2"
"375","4","1","5","2","1","3","6","1","1","6","2","4","2","3","3","2","8","5","2","7","2","3","2","1"
"376","5","1","3","2","1","1","3","2","2","3","2","5","2","3","3","1","8","2","2","6","3","3","1","5"
"377","3","2","3","1","1","4","2","1","1","4","1","3","2","2","1","2","9","2","3","5","2","2","2","2"
"378","4","1","3","2","1","5","5","1","3","2","2","4","2","4","3","2","8","5","3","6","3","5","1","3"
"379","7","2","3","2","1","1","1","1","1","2","2","7","2","1","1","2","8","7","4","5","1","1","1","1"
"380","7","1","5","2","2","1","3","2","4","4","2","6","2","5","2","2","8","3","1","1","3","4","1","1"
"381","5","1","4","2","1","1","4","1","2","1","2","4","2","3","2","1","8","3","2","5","4","2","1","6"
"382","6","2","1","2","1","2","2","1","2","3","2","6","2","4","4","2","8","4","6","7","3","2","1","1"
"383","3","2","3","2","1","2","3","1","1","4","1","4","2","2","2","1","9","3","1","7","3","3","1","1"
"384","5","1","3","2","2","5","5","1","4","5","4","4","2","4","3","2","8","6","2","5","4","4","2","4"
"385","7","1","2","2","1","5","6","1","4","7","2","6","2","2","4","2","4","6","5","7","3","6","1","1"
"386","7","1","4","2","1","2","4","2","3","5","2","4","2","5","4","1","8","2","2","5","4","3","1","5"
"387","2","1","3","2","1","2","4","1","5","2","2","2","2","2","3","1","8","1","4","2","3","2","1","1"
"388","4","2","3","2","1","3","3","1","1","4","2","3","2","4","5","1","8","5","2","5","3","4","1","1"
"389","4","1","3","2","1","2","4","1","3","4","2","4","2","2","3","1","8","5","4","5","4","3","1","1"
"390","4","2","1","2","2","4","4","2","1","4","2","4","2","4","3","1","8","4","5","4","1","4","1","4"
"391","6","1","4","2","2","6","7","2","4","7","1","6","2","1","3","1","8","6","5","6","4","6","1","7"
"392","6","2","4","2","1","1","5","1","3","5","2","5","2","3","5","1","9","4","2","7","4","5","1","3"
"393","5","1","5","2","1","1","1","1","3","1","2","5","2","2","3","1","8","1","5","7","3","1","1","1"
"394","6","2","1","2","1","3","4","1","2","4","2","5","2","4","4","2","8","4","4","6","3","4","1","1"
"395","7","2","3","2","1","3","5","1","1","6","1","3","2","3","1","1","8","1","1","7","2","1","1","1"
"396","6","2","2","2","1","6","4","1","1","3","2","5","2","4","4","1","8","7","5","7","3","5","1","1"
"397","5","1","2","1","1","1","4","1","2","3","2","5","2","4","3","2","9","4","1","5","3","4","1","1"
"398","6","1","3","2","1","2","2","1","2","2","2","4","2","2","3","2","8","3","4","5","3","2","1","1"
"399","2","2","1","2","1","1","3","1","1","7","2","2","2","3","1","1","8","1","1","7","3","4","1","1"
"400","7","1","3","2","1","7","7","1","5","7","2","7","1","2","5","1","2","7","4","7","5","7","1","1"
"401","7","2","3","2","1","1","1","1","1","1","2","7","2","6","3","1","8","3","6","7","3","1","1","1"
"402","5","2","2","2","1","1","4","2","3","7","2","7","2","4","2","2","8","2","2","7","2","5","1","6"
"403","7","2","5","2","1","1","1","1","3","5","2","1","2","3","4","2","8","4","3","7","4","3","1","1"
"404","7","2","1","2","1","6","4","1","2","5","1","4","2","6","4","1","8","6","4","6","4","4","1","1"
"405","3","1","3","2","1","1","2","1","3","4","4","4","2","4","3","2","2","7","4","5","2","3","1","4"
"406","4","2","3","2","1","1","4","1","1","3","4","4","2","2","3","1","8","2","1","6","3","4","1","4"
"407","4","1","3","2","1","1","4","1","2","4","2","3","2","4","3","2","8","1","1","3","2","5","1","1"
"408","4","1","3","2","1","3","1","1","3","1","2","4","2","1","4","1","8","4","1","4","4","1","1","1"
"409","6","1","3","2","1","1","2","1","3","5","4","4","2","2","3","2","8","2","2","5","3","2","1","2"
"410","4","1","5","2","1","1","1","1","2","1","2","2","2","3","3","1","8","3","2","4","3","1","1","1"
"411","5","1","5","2","1","4","1","1","1","1","2","3","2","3","2","1","2","6","4","7","3","1","1","1"
"412","5","1","3","2","1","5","3","1","2","5","2","3","2","3","3","2","8","5","3","6","3","3","2","3"
"413","6","2","2","2","2","3","4","1","3","4","2","5","2","4","4","2","8","3","2","6","4","5","1","2"
"414","5","2","3","2","1","1","6","1","3","5","4","5","2","2","2","2","8","2","4","6","4","1","1","7"
"415","4","2","3","2","2","4","5","2","3","5","2","4","2","4","3","2","8","4","6","4","3","5","1","5"
"416","7","1","5","2","1","1","1","1","5","1","2","1","2","6","5","1","9","5","4","7","5","1","1","1"
"417","4","2","4","2","1","1","6","1","1","5","2","2","2","2","1","2","8","2","2","7","5","4","1","6"
"418","4","1","4","1","1","1","1","1","1","5","2","4","2","7","1","1","2","5","4","6","1","1","1","1"
"419","3","1","4","1","1","5","4","1","3","5","2","3","2","2","3","1","8","6","1","5","3","4","1","2"
"420","1","2","3","2","1","1","6","1","4","7","4","1","2","3","3","2","8","1","2","7","5","4","1","6"
"421","4","2","5","2","2","1","3","1","1","4","2","4","2","4","2","2","2","2","2","4","1","5","1","1"
"422","3","1","4","1","1","4","3","1","3","4","1","3","2","4","1","2","4","5","3","6","3","5","1","5"
"423","7","1","1","2","1","5","6","1","1","3","2","7","2","4","3","1","8","7","2","7","4","1","1","1"
"424","5","2","5","2","1","2","6","1","4","6","2","6","2","5","4","2","8","3","3","6","4","5","1","1"
"425","5","2","5","2","1","2","2","1","2","6","2","6","2","3","1","2","8","2","2","7","3","3","1","1"
"426","7","2","1","2","1","7","3","1","1","4","2","6","2","6","3","1","9","7","4","7","3","4","1","1"
"428","6","1","3","2","1","5","1","1","3","2","2","2","2","3","4","2","8","6","4","5","4","2","1","1"
"429","1","1","5","1","1","1","7","1","2","3","1","7","2","4","3","2","2","2","3","7","4","7","1","7"
"430","6","2","5","2","1","2","1","1","4","5","2","1","2","7","3","1","8","4","2","7","4","1","1","1"
"435","7","1","9","2","1","1","4","1","1","5","2","7","2","1","5","1","8","2","2","7","2","5","1","5"
"436","6","2","2","2","1","1","1","1","3","2","2","4","2","4","3","2","2","1","6","6","4","1","1","1"
"439","7","1","3","2","1","4","4","1","1","4","2","4","2","4","3","2","8","4","4","4","2","4","1","1"
"444","6","2","3","2","1","3","2","1","2","5","2","5","2","4","3","1","8","5","5","7","3","2","1","1"
"448","5","2","2","2","1","1","1","2","3","3","2","5","2","4","3","1","8","1","5","3","3","3","2","1"
"449","3","2","5","2","1","3","3","1","2","5","2","5","2","3","3","1","8","4","2","7","2","3","1","1"
"450","2","2","3","2","1","1","1","1","1","1","2","4","2","4","3","2","2","4","2","5","3","1","1","1"
"451","5","1","3","2","1","1","1","1","3","5","2","1","2","2","2","2","2","2","1","5","4","2","1","1"
"452","3","2","5","2","1","1","2","1","2","4","2","1","2","3","2","1","8","3","1","6","3","2","1","1"
"453","5","2","4","2","1","1","2","1","3","4","2","1","2","3","3","1","9","1","2","7","4","2","1","1"
"454","7","1","3","2","1","3","5","1","2","6","2","3","2","3","3","2","8","4","2","6","2","6","1","1"
"455","5","1","5","2","2","4","3","2","1","4","2","4","2","4","3","2","8","4","2","4","3","5","1","4"
"456","7","1","2","2","1","4","7","1","1","7","2","7","2","7","1","1","8","7","4","7","3","7","1","1"
"457","6","1","4","2","1","1","5","1","3","2","2","2","2","3","3","2","9","5","1","5","3","3","1","1"
"458","7","1","5","2","2","3","2","1","2","4","2","3","2","6","3","2","8","5","4","3","4","2","1","1"
"459","5","1","2","2","1","2","4","1","1","3","2","5","2","1","1","1","8","3","2","6","1","1","1","5"
