,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
4,Residential,Manufactured Home,,8153 RIVER FRONT ROAD,1054.854,21159950300,"POLYGON ((-82.3397813454053 37.7785530720071, -82.3398033837741 37.778465593215, -82.3399135989746 37.7784830858577, -82.3398915597075 37.7785705653391, -82.3397813454053 37.7785530720071))"
5,Residential,Manufactured Home,,440 BIG BRANCH,1615.263,21159950100,"POLYGON ((-82.4332140922305 37.8034541610413, -82.4331598699199 37.8036042321936, -82.4330653006767 37.8035827196597, -82.4331195220889 37.8034326513029, -82.4332140922305 37.8034541610413))"
6,Residential,Manufactured Home,,78 HOWARD DRIVE,1054.861,21159950100,"POLYGON ((-82.4207676563896 37.8125952867166, -82.4206896098594 37.8126595091286, -82.4206086590759 37.8125975917808, -82.4206867038094 37.8125333700245, -82.4207676563896 37.8125952867166))"
7,Residential,Manufactured Home,,105 JACKSON ROAD,1318.578,21159950202,"POLYGON ((-82.5876508487903 37.7913297121063, -82.5876959460142 37.7915498342662, -82.5876404705538 37.7915569920819, -82.5875953724316 37.7913368699433, -82.5876508487903 37.7913297121063))"
8,Unclassified,Unclassified,,,10334.39,21159950201,"POLYGON ((-82.6474451629087 37.7636181900329, -82.6472505177496 37.7639521367199, -82.6470083211692 37.76386316921, -82.6472029672267 37.7635292221213, -82.6474451629087 37.7636181900329))"
9,Residential,Single Family Dwelling,,1633 NORTH WOLF CREEK,791.1439,21159950100,"POLYGON ((-82.4309238769395 37.7928234069698, -82.4308429351391 37.792885313212, -82.4307844269664 37.7928371381248, -82.430865369665 37.7927752318421, -82.4309238769395 37.7928234069698))"
10,Residential,Single Family Dwelling,,32 LUSTER LANE,1648.237,21159950300,"POLYGON ((-82.4539021270354 37.7809664538119, -82.4539325646522 37.7810167041311, -82.4536793160989 37.781113335223, -82.4536488793804 37.7810630842594, -82.4539021270354 37.7809664538119))"
11,Residential,Single Family Dwelling,,1633 NORTH WOLF CREEK,1977.856,21159950100,"POLYGON ((-82.4307566753123 37.7926670989256, -82.4308648387607 37.7927697551352, -82.4307570382317 37.7928412838072, -82.4306488729866 37.7927386276971, -82.4307566753123 37.7926670989256))"
12,Residential,Manufactured Home,,722 LONG BRANCH,2076.748,21159950300,"POLYGON ((-82.3723188819515 37.7927986627732, -82.3723909313289 37.7926533918749, -82.3725086142244 37.7926901472664, -82.3724365657453 37.7928354180924, -82.3723188819515 37.7927986627732))"
13,Residential,Single Family Dwelling,,185 MUDLICK ROAD,395.5702,21159950202,"POLYGON ((-82.5756274880071 37.7927539887476, -82.5756698256065 37.7928118437778, -82.575621222258 37.7928342432457, -82.5755788828621 37.792776388233, -82.5756274880071 37.7927539887476))"
14,Residential,Single Family Dwelling,,121 EVANS FARM ROAD,1928.423,21159950100,"POLYGON ((-82.4244264038119 37.8051502088617, -82.4244719376171 37.8050565781272, -82.4246423974338 37.8051087617735, -82.4245968627304 37.8052023938613, -82.4244264038119 37.8051502088617))"
15,Residential,Manufactured Home,,278 FROG POND ROAD,1153.755,21159950100,"POLYGON ((-82.4510401277779 37.7927451621246, -82.4510404466798 37.7928232188523, -82.4508999286098 37.7928235823095, -82.4508996088096 37.7927455248723, -82.4510401277779 37.7927451621246))"
16,Residential,Manufactured Home,,371 DANS BRANCH,1878.964,21159950300,"POLYGON ((-82.4520690140869 37.7706214338748, -82.4519894017931 37.770643404073, -82.4519017549675 37.770443283304, -82.4519813672612 37.7704213123363, -82.4520690140869 37.7706214338748))"
17,Residential,Unclassified,,281 PIGEON ROOST ROAD,2966.812,21159950300,"POLYGON ((-82.444467585137 37.7809717773256, -82.4445549436034 37.780783412887, -82.444686792931 37.7808219342543, -82.4445994335662 37.7810102971747, -82.444467585137 37.7809717773256))"
18,Residential,Manufactured Home,,71 GLENN ROAD,494.4728,21159950201,"POLYGON ((-82.5244308084375 37.7928052667635, -82.5243204800493 37.7927362098522, -82.524346586888 37.792709945067, -82.5244569152763 37.7927790012929, -82.5244308084375 37.7928052667635))"
19,Residential,Manufactured Home,,105 JACKSON ROAD,2175.664,21159950202,"POLYGON ((-82.5883043444134 37.7928017628083, -82.5882071943103 37.7927063630206, -82.5883383411553 37.7926222601285, -82.5884354912583 37.7927176600247, -82.5883043444134 37.7928017628083))"
20,Residential,Unclassified,,27 PLEASANT VALLEY,3131.628,21159950201,"POLYGON ((-82.5097884229183 37.8131996901182, -82.5096110712267 37.8133580901413, -82.5095059854064 37.8132840371313, -82.5096833379963 37.8131256369495, -82.5097884229183 37.8131996901182))"
21,Residential,Single Family Dwelling,,2118 SOUTH WOLF CREEK,1977.871,21159950201,"POLYGON ((-82.4773735603072 37.7706180680455, -82.4774417011147 37.7704017066807, -82.4775234711618 37.7704179337163, -82.4774553285576 37.7706342950336, -82.4773735603072 37.7706180680455))"
22,Residential,Manufactured Home,,9201 MEATHOUSE ROAD,593.3668,21159950300,"POLYGON ((-82.5032337190223 37.7044395359807, -82.5032697773978 37.7044999988064, -82.5031936766185 37.7045286481274, -82.5031576191413 37.7044681853251, -82.5032337190223 37.7044395359807))"
23,Unclassified,Unclassified,,425 JONES FORK,2373.455,21159950201,"POLYGON ((-82.5612730322994 37.8051316649904, -82.5612602753241 37.8049312081913, -82.5613725620396 37.8049267090166, -82.5613853208116 37.8051271658279, -82.5612730322994 37.8051316649904))"
24,Residential,Single Family Dwelling,,1601 LONG BRANCH,2373.454,21159950300,"POLYGON ((-82.3671810197863 37.7808067176918, -82.367181933373 37.780940532029, -82.3670133348655 37.7809412569303, -82.3670124212788 37.7808074433044, -82.3671810197863 37.7808067176918))"
25,Residential,Unclassified,,,1087.84,21159950100,"POLYGON ((-82.429873862255 37.8132878772132, -82.4298113709523 37.8133328070793, -82.4297075418751 37.8132419168629, -82.4297700340762 37.8131969869415, -82.429873862255 37.8132878772132))"
26,Residential,Manufactured Home,,65 GLENN ROAD,2142.691,21159950201,"POLYGON ((-82.5239453319085 37.7927260862797, -82.5237860309642 37.7926551438561, -82.5238547969992 37.7925579010311, -82.5240140988418 37.792628844258, -82.5239453319085 37.7927260862797))"
27,Residential,Single Family Dwelling,,6691 RIVER FRONT ROAD,1582.301,21159950300,"POLYGON ((-82.3554332261998 37.7927090321634, -82.3552719013511 37.7926700789967, -82.3553046251803 37.7925847323543, -82.3554659509273 37.7926236841462, -82.3554332261998 37.7927090321634))"
28,Residential,Single Family Dwelling,,914 SOUTH WOLF CREEK,1582.296,21159950201,"POLYGON ((-82.4632929209795 37.7809269669314, -82.4631354166658 37.780879229923, -82.4631755147651 37.780795891722, -82.4633330172822 37.7808436280743, -82.4632929209795 37.7809269669314))"
29,Residential,Single Family Dwelling,,185 MUDLICK ROAD,2801.997,21159950202,"POLYGON ((-82.5755503999794 37.7926436998975, -82.5754351443318 37.7927074839187, -82.5752985033905 37.7925519990899, -82.5754137581398 37.7924882142246, -82.5755503999794 37.7926436998975))"
30,Unclassified,Unclassified,,1151 DAVELLA ROAD,1285.618,21159950202,"POLYGON ((-82.5867997345844 37.7926845420651, -82.5867442833786 37.7925464236931, -82.5868246134262 37.792526114735, -82.5868800646321 37.7926642317252, -82.5867997345844 37.7926845420651))"
31,Residential,Single Family Dwelling,,204 BIG BRANCH,1846.028,21159950100,"POLYGON ((-82.4296056217179 37.8048230178332, -82.4296686573997 37.8048968891128, -82.4295057236684 37.8049844111421, -82.4294426897833 37.8049105392402, -82.4296056217179 37.8048230178332))"
32,Residential,Single Family Dwelling,,32 LUSTER LANE,988.9326,21159950300,"POLYGON ((-82.453931298926 37.780763004137, -82.4540683764484 37.7807385491291, -82.4540868619804 37.7808038273114, -82.4539497853562 37.7808282808776, -82.453931298926 37.780763004137))"
33,Residential,Manufactured Home,,3021 NORTH WOLF CREEK,1186.726,21159950100,"POLYGON ((-82.425691166155 37.8049407026627, -82.4256648473138 37.8047410722188, -82.4257207593554 37.8047364317897, -82.4257470790949 37.8049360629559, -82.425691166155 37.8049407026627))"
34,Residential,Unclassified,,300 PIGEON ROOST ROAD,2900.875,21159950300,"POLYGON ((-82.4450660975765 37.7805355496739, -82.4451766613234 37.7805515998266, -82.445121052014 37.7807929218219, -82.4450104891655 37.7807768717217, -82.4450660975765 37.7805355496739))"
35,Residential,Manufactured Home,,371 DANS BRANCH,1054.881,21159950300,"POLYGON ((-82.4518314896443 37.7705781957388, -82.4518046201358 37.7704010590762, -82.4518604091082 37.7703957262801, -82.4518872786167 37.7705728636656, -82.4518314896443 37.7705781957388))"
36,Residential,Single Family Dwelling,,914 SOUTH WOLF CREEK,3428.297,21159950201,"POLYGON ((-82.4631981630901 37.7807596046897, -82.4630713721759 37.7806552633091, -82.4632331758266 37.7805314068511, -82.4633599667407 37.7806357498266, -82.4631981630901 37.7807596046897))"
37,Unclassified,Unclassified,,,791.145,21159950201,"POLYGON ((-82.5508826083785 37.7807469462203, -82.5508459121992 37.7806626280783, -82.5509255882733 37.7806407851064, -82.5509622835543 37.7807251018533, -82.5508826083785 37.7807469462203))"
38,Residential,Manufactured Home,,105 JACKSON ROAD,791.1506,21159950202,"POLYGON ((-82.5880284762812 37.7924641201665, -82.5880473373089 37.7925970870974, -82.5879914836578 37.79260207613, -82.5879726226301 37.7924691077884, -82.5880284762812 37.7924641201665))"
39,Residential,Manufactured Home,,5009 RIVER FRONT ROAD,527.4293,21159950100,"POLYGON ((-82.3787506082817 37.8048253238497, -82.378732000579 37.8049133037597, -82.3786765583563 37.8049059222439, -82.378695166059 37.8048179423251, -82.3787506082817 37.8048253238497))"
40,Unclassified,Unclassified,,,1186.724,21159950300,"POLYGON ((-82.4340779328689 37.7640607767988, -82.4341098024003 37.7641921778124, -82.4340270424098 37.7642048263336, -82.4339951728784 37.7640734260526, -82.4340779328689 37.7640607767988))"
41,Residential,Manufactured Home,,4647 PIGEON ROOST ROAD,1087.831,21159950300,"POLYGON ((-82.4391095988962 37.7292618050546, -82.4390315757222 37.7292870309106, -82.4389733460272 37.7291734210622, -82.4390513692012 37.7291481937466, -82.4391095988962 37.7292618050546))"
42,Residential,Single Family Dwelling,,9191 RIVER FRONT ROAD,2307.507,21159950300,"POLYGON ((-82.3259341791183 37.775542199022, -82.3259374238331 37.7753861001008, -82.326077896089 37.7753879398269, -82.3260746513742 37.7755440387442, -82.3259341791183 37.775542199022))"
43,Residential,Manufactured Home,,210 RUSSELL WORKMAN ROAD,1384.516,21159950300,"POLYGON ((-82.3659747099205 37.7753861838861, -82.3660342709188 37.7754335310773, -82.3658950913386 37.7755438420622, -82.3658355303403 37.7754964956517, -82.3659747099205 37.7753861838861))"
44,Unclassified,Unclassified,,,791.1482,21159950201,"POLYGON ((-82.5406338344049 37.7641018201114, -82.5406725032846 37.7641612670076, -82.540572659134 37.7642021952198, -82.5405339902543 37.7641427476464, -82.5406338344049 37.7641018201114))"
45,Residential,Temporary Lodging,,11161 RIVER FRONT ROAD,1846.005,21159950300,"POLYGON ((-82.319971241314 37.7641792132712, -82.3199410713952 37.7640932769685, -82.3201305081223 37.7640513608724, -82.3201606789394 37.7641372979339, -82.319971241314 37.7641792132712))"
46,Residential,Single Family Dwelling,,,1780.083,21159950201,"POLYGON ((-82.4943393565621 37.7292422680657, -82.494362437875 37.7291097172248, -82.4944876037368 37.7291234673171, -82.4944645233222 37.7292560181334, -82.4943393565621 37.7292422680657))"
47,Residential,Single Family Dwelling,,1861 PIGEON ROOST ROAD,1186.734,21159950300,"POLYGON ((-82.4441171828874 37.7641464510929, -82.4441519539771 37.7639476378904, -82.4442076073039 37.7639537722059, -82.4441728362142 37.7641525846816, -82.4441171828874 37.7641464510929))"
48,Residential,Single Family Dwelling,,95 WOODY JUDE ROAD,988.9306,21159950300,"POLYGON ((-82.4448478563698 37.7754516648973, -82.4450017907786 37.7753374343252, -82.4450401677058 37.7753700168747, -82.4448862323988 37.7754842481064, -82.4448478563698 37.7754516648973))"
49,Commercial,Retail Trade,,469 BIG PETER CAVE ROAD,6395.108,21159950300,"POLYGON ((-82.4531309880427 37.7639114732571, -82.4533694557163 37.7639213181349, -82.4533607016339 37.7640549506989, -82.45301001372 37.7640404720859, -82.4530267933512 37.7637843419141, -82.4531390126932 37.7637889756832, -82.4531309880427 37.7639114732571))"
50,Residential,Single Family Dwelling,,135 LICK BRANCH,1153.775,21159950300,"POLYGON ((-82.4375338910058 37.7285597370146, -82.4377269048244 37.7285892516515, -82.4377136331144 37.7286440030089, -82.4375206201941 37.7286144891043, -82.4375338910058 37.7285597370146))"
51,Unclassified,Unclassified,,804 VENTERS BRANCH,923.0115,21159950201,"POLYGON ((-82.5538159895652 37.8049859293196, -82.5538763204196 37.8048373386991, -82.5539298276712 37.8048510150987, -82.5538694977151 37.8049996049819, -82.5538159895652 37.8049859293196))"
52,Unclassified,Unclassified,,1425 WHITE OAK ROAD,791.1412,21159950300,"POLYGON ((-82.4184184586153 37.7706027769535, -82.4183193115574 37.7704945540773, -82.418364758226 37.7704683197325, -82.4184639025889 37.7705765440672, -82.4184184586153 37.7706027769535))"
53,Residential,Manufactured Home,,432 BIG BRANCH,2505.29,21159950100,"POLYGON ((-82.4327110186034 37.8033015918803, -82.4326793754475 37.8032159899341, -82.4329356064076 37.8031563579602, -82.4329672513601 37.8032419599755, -82.4327110186034 37.8033015918803))"
54,Residential,Manufactured Home,,4629 PIGEON ROOST ROAD,1186.723,21159950300,"POLYGON ((-82.4394503837824 37.7293939406993, -82.4395214782506 37.7292726236477, -82.4395978512194 37.7293008562816, -82.4395267567512 37.7294221739975, -82.4394503837824 37.7293939406993))"
55,Residential,Manufactured Home,,4639 PIGEON ROOST ROAD,988.9391,21159950300,"POLYGON ((-82.4392567941437 37.7293538287649, -82.439327735 37.7291963371512, -82.4393806134309 37.729211361843, -82.4393096716763 37.7293688548457, -82.4392567941437 37.7293538287649))"
56,Residential,Single Family Dwelling,,9838 MEATHOUSE ROAD,988.9366,21159950201,"POLYGON ((-82.5108836309464 37.6980403958388, -82.510799802859 37.6980340947119, -82.5108130197718 37.6979230803547, -82.5108968487574 37.6979293807802, -82.5108836309464 37.6980403958388))"
57,Unclassified,Unclassified,,9089 RIVER FRONT ROAD,3131.643,21159950300,"POLYGON ((-82.3279806679979 37.7752907722666, -82.3279968511478 37.7754015449934, -82.3277316927304 37.7754259492236, -82.3277155113772 37.7753151772433, -82.3279806679979 37.7752907722666))"
58,Residential,Manufactured Home,,3919 SOUTH WOLF CREEK,2076.747,21159950300,"POLYGON ((-82.4900356834444 37.7582965803202, -82.49019002479 37.7583933071561, -82.4901117033753 37.7584720798297, -82.4899573611314 37.7583753530968, -82.4900356834444 37.7582965803202))"
59,Residential,Single Family Dwelling,,1850 PIGEON ROOST ROAD,2999.776,21159950300,"POLYGON ((-82.4449547621768 37.7639130547722, -82.4448552369282 37.7640477007404, -82.4446977442926 37.7639743347286, -82.4447972686429 37.7638396893369, -82.4449547621768 37.7639130547722))"
60,Unclassified,Unclassified,,1336 PIGEON ROOST ROAD,1846.007,21159950300,"POLYGON ((-82.4500500432993 37.7689197412422, -82.4499183942961 37.7688037629442, -82.4500018810236 37.768744047098, -82.4501335291285 37.7688600247795, -82.4500500432993 37.7689197412422))"
61,Residential,Single Family Dwelling,,,3164.601,21159950100,"POLYGON ((-82.4218665232558 37.8124511476713, -82.4220851642128 37.8124929277405, -82.4220456679847 37.8126230198706, -82.4218270270277 37.8125812420041, -82.4218665232558 37.8124511476713))"
62,Residential,Single Family Dwelling,,513 EMILY CREEK,2719.569,21159950100,"POLYGON ((-82.4185302063418 37.7913282710262, -82.4185572564116 37.7914941547707, -82.4184039642982 37.7915098972909, -82.4183769142284 37.7913440128719, -82.4185302063418 37.7913282710262))"
63,Residential,Single Family Dwelling,,9642 MEATHOUSE ROAD,2637.156,21159950201,"POLYGON ((-82.5094728411657 37.7021613630848, -82.5093499543298 37.70231069311, -82.5092324888266 37.7022496691409, -82.5093553747642 37.7021003397035, -82.5094728411657 37.7021613630848))"
64,Residential,Unclassified,,42 CLAY MOORE ROAD,2307.51,21159950300,"POLYGON ((-82.4442595478936 37.7782713611993, -82.444296757011 37.7784246572768, -82.4441588000379 37.7784457518374, -82.4441215927171 37.7782924558035, -82.4442595478936 37.7782713611993))"
65,Residential,Single Family Dwelling,,,988.9307,21159950202,"POLYGON ((-82.5814031207864 37.8034575771889, -82.5813417820222 37.8034116710507, -82.5814382125747 37.8033305557283, -82.5814995513389 37.8033764633365, -82.5814031207864 37.8034575771889))"
66,Unclassified,Unclassified,,3459 LITTLE ROCKCASTLE ROAD,1977.882,21159950100,"POLYGON ((-82.4585038009772 37.7913800242389, -82.458714175637 37.7913697237176, -82.4587210989529 37.7914587631936, -82.4585107242931 37.7914690637025, -82.4585038009772 37.7913800242389))"
67,Residential,Manufactured Home,,109 ENDICOTT DRIVE,692.2521,21159950201,"POLYGON ((-82.5061370201217 37.812531817937, -82.5060399418838 37.8125445142522, -82.5060262246095 37.8124784997769, -82.5061233028473 37.81246580416, -82.5061370201217 37.812531817937))"
68,Residential,Single Family Dwelling,,29 WILLIS MOORE DRIVE,988.9343,21159950300,"POLYGON ((-82.445680639554 37.778368654065, -82.4455965051411 37.7783727650583, -82.4455878723312 37.7782614642706, -82.445672009439 37.7782573539811, -82.445680639554 37.778368654065))"
69,Residential,Single Family Dwelling,,189 HILLCREST DRIVE,2307.527,21159950202,"POLYGON ((-82.5886600431299 37.7914126266926, -82.5885691192501 37.791442395249, -82.5884619430502 37.7912362377762, -82.5885528678283 37.7912064698467, -82.5886600431299 37.7914126266926))"
70,Commercial,Retail Trade,,900 MIDDLE FORK WOLF CREEK,527.4221,21159950201,"POLYGON ((-82.5933549442319 37.7686989147136, -82.5932441343467 37.7686840826653, -82.5932534759273 37.7686401020421, -82.5933642858126 37.7686549340992, -82.5933549442319 37.7686989147136))"
71,Residential,Manufactured Home,,1514 WHITE OAK ROAD,593.3605,21159950300,"POLYGON ((-82.41780646426 37.7686295540738, -82.4178880986615 37.7686129112315, -82.4179090662386 37.7686777151163, -82.4178274291422 37.768694357944, -82.41780646426 37.7686295540738))"
