,OCC_CLS,PRIM_OCC,SEC_OCC,PROP_ADDR,SQFEET,CENSUSCODE,geometry
10,Unclassified,Unclassified,,82 ROCKCASTLE ROAD,3955.722,21159950202,"POLYGON ((-82.5417508670028 37.8691321959948, -82.5418460497954 37.8690846138701, -82.5420711379612 37.8693675702685, -82.5419759542703 37.8694151522105, -82.5417508670028 37.8691321959948))"
11,Residential,Single Family Dwelling,,1165 TRACE FORK,988.9326,21159950202,"POLYGON ((-82.6233541948232 37.8265128639101, -82.6234018396692 37.8265680699879, -82.6232858402166 37.8266310569757, -82.6232381953705 37.826575850945, -82.6233541948232 37.8265128639101))"
12,Residential,Unclassified,,22 ALLEY DRIVE,1318.593,21159950100,"POLYGON ((-82.4274986223207 37.8872119530951, -82.4274019007141 37.8871663230989, -82.4274738692431 37.8870705043395, -82.4275705899514 37.8871161336862, -82.4274986223207 37.8872119530951))"
13,Residential,Unclassified,,47 ARLEN LANE,1582.299,21159950202,"POLYGON ((-82.5267049429866 37.869227604097, -82.5268118290307 37.869255500342, -82.5267590449229 37.8693825969694, -82.5266521588788 37.8693547021909, -82.5267049429866 37.869227604097))"
14,Residential,Unclassified,,2540 TURKEY CREEK,1384.512,21159950100,"POLYGON ((-82.5015327967611 37.8871102407243, -82.5013820450833 37.8871704939686, -82.5013376979527 37.8871008000735, -82.5014884478338 37.8870405467722, -82.5015327967611 37.8871102407243))"
15,Residential,Single Family Dwelling,,4453 HODE ROAD,791.1476,21159950100,"POLYGON ((-82.4287186036468 37.8871653468473, -82.4286213574241 37.8871204250836, -82.4286638666016 37.8870626220017, -82.428761114621 37.8871075430918, -82.4287186036468 37.8871653468473))"
16,Residential,Manufactured Home,,432 ROCKHOUSE MILLS ROAD,461.5121,21159950202,"POLYGON ((-82.6091764988173 37.8554910458445, -82.6091603776512 37.8554140462281, -82.6092158719762 37.8554067421087, -82.6092319931423 37.8554837417327, -82.6091764988173 37.8554910458445))"
17,Education,Pre-K - 12 Schools,,1830 BLACKLOG ROAD,2637.142,21159950201,"POLYGON ((-82.5169984666786 37.8553663828997, -82.5171927722746 37.855276404807, -82.5172636978595 37.8553726933275, -82.5170693931619 37.855462669884, -82.5169984666786 37.8553663828997))"
18,Residential,Single Family Dwelling,,193 DEBORD ROAD,1153.751,21159950201,"POLYGON ((-82.5523324317549 37.8274472490957, -82.5523765201707 37.8275170320536, -82.5522508350827 37.8275669881787, -82.5522067493618 37.8274972059775, -82.5523324317549 37.8274472490957))"
19,Residential,Single Family Dwelling,,130 FLAT HOLLOW,1285.63,21159950202,"POLYGON ((-82.5210132496858 37.8720019693176, -82.5210704436233 37.8719527680063, -82.5212049232179 37.8720509989902, -82.5211477292804 37.8721002002359, -82.5210132496858 37.8720019693176))"
20,Residential,Single Family Dwelling,,83 SHIRLEY MOORE LANE,6559.925,21159950202,"POLYGON ((-82.5958161736002 37.8719320561335, -82.5958525742338 37.8718595333316, -82.5959179230775 37.8718801438211, -82.5960011250391 37.8717143747638, -82.5961448941121 37.8717597179224, -82.5959732916383 37.8721016149202, -82.5958295225653 37.8720562719721, -82.5958815242404 37.8719526658935, -82.5958161736002 37.8719320561335))"
21,Unclassified,Unclassified,,1239 CALLOWAY ROAD,1186.703,21159950202,"POLYGON ((-82.5930929945967 37.892119928933, -82.5930739422279 37.8920779607279, -82.5933122526964 37.8920100161382, -82.5933313050652 37.8920519829641, -82.5930929945967 37.892119928933))"
22,Residential,Single Family Dwelling,,103 KENNEY DRIVE,791.1462,21159950202,"POLYGON ((-82.5787871889498 37.8920727926821, -82.5786868776753 37.8920323238223, -82.5787251773475 37.891972701954, -82.578825488622 37.8920131708465, -82.5787871889498 37.8920727926821))"
23,Residential,Single Family Dwelling,,158 HARDINVILLE ROAD,1582.293,21159950201,"POLYGON ((-82.5219071479536 37.857371856774, -82.5220069813244 37.8574797438525, -82.5219162649554 37.8575325117422, -82.5218164333813 37.8574246247409, -82.5219071479536 37.857371856774))"
24,Residential,Single Family Dwelling,,63 HARDINVILLE ROAD,1977.867,21159950201,"POLYGON ((-82.5222009500521 37.8575195919499, -82.5221867261279 37.8574311016678, -82.5223959931649 37.8574099580316, -82.5224102161908 37.8574984483392, -82.5222009500521 37.8575195919499))"
25,Residential,Single Family Dwelling,,155 WILDFLOWER DRIVE,1730.636,21159950202,"POLYGON ((-82.5439969309959 37.8574338358499, -82.5440599918305 37.8573738973054, -82.5440923913679 37.8573953246545, -82.543966267902 37.8575152030784, -82.5438366724475 37.8574294902379, -82.5438997332821 37.8573695516899, -82.5439969309959 37.8574338358499))"
26,Residential,Unclassified,,160 KENNEY DRIVE,1582.294,21159950202,"POLYGON ((-82.5800886106413 37.8920156393171, -82.5800318263356 37.8920651448243, -82.579865241851 37.8919451397082, -82.5799220279533 37.8918956341203, -82.5800886106413 37.8920156393171))"
27,Unclassified,Unclassified,,100 BILL HAMMONDS ROAD,1186.718,21159950202,"POLYGON ((-82.4976478023462 37.8920635107574, -82.4975970466343 37.8920100473308, -82.4977319753866 37.8919296029312, -82.4977827284035 37.8919830671252, -82.4976478023462 37.8920635107574))"
28,Residential,Single Family Dwelling,,52 LITTLE MUD LICK ROAD,988.9328,21159950100,"POLYGON ((-82.4890853287559 37.8919560670599, -82.4889777213646 37.8920279121942, -82.4889233256792 37.8919767456541, -82.4890309339688 37.8919049011787, -82.4890853287559 37.8919560670599))"
29,Residential,Single Family Dwelling,,704 COLDWATER ROAD,2538.277,21159950201,"POLYGON ((-82.5180847418595 37.8442040481822, -82.5179223111848 37.8441158497901, -82.5180096992956 37.8440146432981, -82.5181721299704 37.8441028411018, -82.5180847418595 37.8442040481822))"
30,Residential,Manufactured Home,,66 CASSELL BRANCH,2225.093,21159950202,"POLYGON ((-82.5501224261373 37.8918371648532, -82.5501826060748 37.8919254628148, -82.549996905441 37.8920049487547, -82.5499367264018 37.8919166508883, -82.5501224261373 37.8918371648532))"
31,Unclassified,Unclassified,,123 FIREHOUSE LANE,1582.289,21159950100,"POLYGON ((-82.4202603022902 37.8439882690627, -82.4203196162517 37.8441603742749, -82.4202382297853 37.8441780116811, -82.4201789158237 37.8440059072194, -82.4202603022902 37.8439882690627))"
32,Unclassified,Unclassified,,3350 TURKEY CREEK,1582.293,21159950100,"POLYGON ((-82.4910845617601 37.8918721042088, -82.4910839437191 37.891961308133, -82.4909150990733 37.891960573688, -82.4909157171142 37.891871369054, -82.4910845617601 37.8918721042088))"
33,Residential,Single Family Dwelling,,,5126.002,21159950202,"POLYGON ((-82.5685916994456 37.8919095751162, -82.5685400301471 37.8917359288895, -82.5687591463129 37.8916949820283, -82.568826961032 37.8919228922562, -82.5686763189487 37.891951042917, -82.5686601717315 37.8918967790331, -82.5685916994456 37.8919095751162))"
34,Unclassified,Unclassified,,,791.1432,21159950100,"POLYGON ((-82.4162429842373 37.8440898778119, -82.4162213572968 37.8441774221833, -82.4161385595771 37.8441645589296, -82.4161601874159 37.8440770152522, -82.4162429842373 37.8440898778119))"
35,Unclassified,Unclassified,,1246 CALLOWAY ROAD,18212.86,21159950202,"POLYGON ((-82.5916792592403 37.8918322059233, -82.5916490650669 37.8917579112598, -82.5915553159856 37.891781838915, -82.5914215981623 37.8914528209222, -82.5916358795952 37.8913981270601, -82.5916143119435 37.8913450601508, -82.591949128423 37.8912596000507, -82.5920181441896 37.8914294149317, -82.5916967206928 37.8915114570927, -82.5918433814427 37.8918723147594, -82.5916157052306 37.8919304288276, -82.5915855110572 37.8918561342633, -82.5916792592403 37.8918322059233))"
36,Unclassified,Unclassified,,1128 NEW ROUTE 3,2373.441,21159950202,"POLYGON ((-82.5498585675822 37.8351536010054, -82.5497584377674 37.835337933951, -82.5496551386962 37.8353026400076, -82.5497552703077 37.8351183062644, -82.5498585675822 37.8351536010054))"
37,Residential,Single Family Dwelling,,3216 BLACKLOG ROAD,5010.597,21159950201,"POLYGON ((-82.4989754278945 37.8439730960165, -82.4987543956222 37.8441753266642, -82.4986162598843 37.8440803848288, -82.4988372921566 37.8438781539208, -82.4989754278945 37.8439730960165), (-82.498823121233 37.8439421951752, -82.4988599602445 37.8439084901175, -82.4988387087998 37.8438938831453, -82.4988018697883 37.8439275889191, -82.498823121233 37.8439421951752))"
38,Unclassified,Unclassified,,3200 TURKEY CREEK,593.3608,21159950100,"POLYGON ((-82.4931073728455 37.8918308759801, -82.4931905882818 37.891819596983, -82.4932048220875 37.8918855432905, -82.4931216057528 37.8918968229864, -82.4931073728455 37.8918308759801))"
39,Residential,Manufactured Home,,205 MARCUM HOLLOW,791.1414,21159950100,"POLYGON ((-82.4369424536975 37.8275436392324, -82.4368739373941 37.8275046150357, -82.4369395368678 37.8274321528256, -82.4370080531711 37.8274711777701, -82.4369424536975 37.8275436392324))"
40,Residential,Single Family Dwelling,,112 HEWITT AVENUE,725.2245,21159950100,"POLYGON ((-82.3997079391443 37.8274760161523, -82.3998625607642 37.8274738009552, -82.3998635749622 37.8275183993445, -82.3997089542405 37.8275206131211, -82.3997079391443 37.8274760161523))"
41,Residential,Manufactured Home,,50 TOMMY FLETCHER ROAD,1483.401,21159950100,"POLYGON ((-82.4412684777977 37.8351250888042, -82.441345393349 37.8351525701449, -82.4412587643146 37.8353050727766, -82.441181847865 37.8352775907832, -82.4412684777977 37.8351250888042))"
42,Residential,Single Family Dwelling,,,807.6279,21159950201,"POLYGON ((-82.4903313333775 37.835219417834, -82.4904290413343 37.8352100528327, -82.4904408487904 37.8352875453447, -82.4903431408336 37.8352969103361, -82.4903313333775 37.835219417834))"
43,Residential,Single Family Dwelling,,294 UPPER WOLF BRANCH,2966.789,21159950202,"POLYGON ((-82.595991389098 37.8573718312408, -82.5957756982084 37.8574768961911, -82.5957020785759 37.857381889918, -82.5959177685672 37.8572768248322, -82.595991389098 37.8573718312408))"
44,Residential,Single Family Dwelling,,69 HARDINVILLE ROAD,2521.778,21159950201,"POLYGON ((-82.5220771954436 37.8573757442097, -82.5221859643566 37.8573529260022, -82.5221607809859 37.8572774667104, -82.5223103361077 37.8572460912769, -82.5223499095909 37.8573646677482, -82.5220915855562 37.8574188627438, -82.5220771954436 37.8573757442097))"
45,Unclassified,Unclassified,,4887 HODE ROAD,2472.351,21159950100,"POLYGON ((-82.4343300890709 37.8917126669009, -82.4343757091143 37.8918759770635, -82.4342383261646 37.8919000790758, -82.4341927061212 37.8917367689666, -82.4343300890709 37.8917126669009))"
46,Unclassified,Unclassified,,3400 TURKEY CREEK,1186.723,21159950100,"POLYGON ((-82.4907305806224 37.8918669396931, -82.490477332069 37.8918695322304, -82.4904766053319 37.8918249323529, -82.4907298538853 37.8918223412319, -82.4907305806224 37.8918669396931))"
47,Residential,Manufactured Home,,66 CASSELL BRANCH,593.3682,21159950202,"POLYGON ((-82.5498989360744 37.8918400267829, -82.5497818550502 37.891878264763, -82.5497604095694 37.8918370273217, -82.5498774905936 37.8917987893203, -82.5498989360744 37.8918400267829))"
48,Unclassified,Unclassified,,1237 CALLOWAY ROAD,4746.888,21159950202,"POLYGON ((-82.592933669398 37.8916804369864, -82.5931443072641 37.8916174736602, -82.5932336887365 37.8918052660613, -82.5930230517687 37.8918682292269, -82.592933669398 37.8916804369864))"
49,Residential,Single Family Dwelling,,119 LITTLE MUD LICK ROAD,1054.859,21159950100,"POLYGON ((-82.4877320383399 37.8918557351387, -82.4876338929036 37.8918120518931, -82.487689015326 37.8917342728385, -82.4877871589658 37.8917779568392, -82.4877320383399 37.8918557351387))"
50,Residential,Manufactured Home,,154 SPLIT ROCK HOLLOW,1483.404,21159950201,"POLYGON ((-82.5192134741157 37.835260645819, -82.5192619337337 37.8351559713459, -82.5193807170654 37.8351905622747, -82.5193322583457 37.8352952366987, -82.5192134741157 37.835260645819))"
51,Residential,Unclassified,,62 KIRK PLAZA,2521.786,21159950202,"POLYGON ((-82.5439704037456 37.8440196437539, -82.5437915168331 37.8441453821571, -82.5437075746597 37.8440702810643, -82.5438864597755 37.8439445432424, -82.5439704037456 37.8440196437539))"
52,Residential,Single Family Dwelling,,2111 ROCKCASTLE ROAD,527.4334,21159950202,"POLYGON ((-82.5539688388091 37.8917969106683, -82.5540651328176 37.891750715664, -82.554094278657 37.8917888707461, -82.5539979846485 37.8918350671443, -82.5539688388091 37.8917969106683))"
53,Commercial,Retail Trade,,108 QUAIL HOLLOW,3560.148,21159950202,"POLYGON ((-82.5431838550525 37.8717681550102, -82.5432659736458 37.8717071637362, -82.543525649645 37.8719268646912, -82.5434435310516 37.8719878572016, -82.5431838550525 37.8717681550102))"
54,Residential,Single Family Dwelling,,2351 COLDWATER ROAD,3131.62,21159950201,"POLYGON ((-82.5035979670054 37.8274689611538, -82.5034709263596 37.8275167127588, -82.5033565411795 37.8273252577204, -82.503483580927 37.8272775059915, -82.5035979670054 37.8274689611538))"
55,Residential,Single Family Dwelling,,352 MOORE BRANCH,4944.669,21159950201,"POLYGON ((-82.5166543176017 37.835183849269, -82.5168304996868 37.8350100359865, -82.5168633744329 37.8350309951984, -82.5169514659246 37.8349440877188, -82.5170391280216 37.8349999799331, -82.5167748553431 37.8352607011577, -82.5166543176017 37.835183849269))"
56,Residential,Unclassified,,127 KENNEY DRIVE,2472.342,21159950202,"POLYGON ((-82.5789875545807 37.8916814691833, -82.5788480013013 37.8918069426694, -82.5787424483571 37.8917332129943, -82.5788820016365 37.8916077386737, -82.5789875545807 37.8916814691833))"
57,Residential,Unclassified,,2302 COLDWATER ROAD,2966.796,21159950201,"POLYGON ((-82.5057119301427 37.8273237967659, -82.5059026532573 37.8274557097037, -82.5058102597337 37.8275397537717, -82.5056195357208 37.8274078402747, -82.5057119301427 37.8273237967659))"
58,Residential,Unclassified,,86 BILL HAMMONDS ROAD,1813.04,21159950202,"POLYGON ((-82.4974933639825 37.8918058608496, -82.4974132917514 37.8917008930552, -82.497533704627 37.8916432062886, -82.4976137768582 37.8917481727473, -82.4974933639825 37.8918058608496))"
59,Unclassified,Unclassified,,,988.9302,21159950100,"POLYGON ((-82.5160425118926 37.8574093161547, -82.5159626103413 37.8573878029897, -82.5160078342277 37.8572822180266, -82.516087735779 37.8573037312224, -82.5160425118926 37.8574093161547))"
60,Commercial,Retail Trade,,1456 EAST MAIN STREET,3164.589,21159950201,"POLYGON ((-82.5231643509735 37.8588235000603, -82.5231735443322 37.8590017630292, -82.5230049143836 37.8590072291491, -82.5229957219234 37.8588289669027, -82.5231643509735 37.8588235000603))"
61,Residential,Single Family Dwelling,,2111 ROCKCASTLE ROAD,4087.614,21159950202,"POLYGON ((-82.5542416580592 37.891591728262, -82.5542570354202 37.8916104056574, -82.5543513046261 37.8915616619416, -82.5544205027508 37.8916457088001, -82.5541376879465 37.8917919418107, -82.5540531142575 37.8916892170395, -82.5542416580592 37.891591728262))"
62,Unclassified,Unclassified,,56 MUSIC LANE,1054.855,21159950100,"POLYGON ((-82.4672216723319 37.8916893396838, -82.46733117966 37.8916686943284, -82.4673572325998 37.8917554782269, -82.4672477225768 37.8917761242669, -82.4672216723319 37.8916893396838))"
63,Unclassified,Unclassified,,,593.3588,21159950202,"POLYGON ((-82.5201076310984 37.8718385867147, -82.5201183219486 37.8718823768306, -82.5199940265543 37.8719014449846, -82.5199833366024 37.87185765488, -82.5201076310984 37.8718385867147))"
64,Residential,Single Family Dwelling,,515 POPLAR FORK,1714.158,21159950100,"POLYGON ((-82.4502376959722 37.8440303888094, -82.4503219588442 37.8439900418168, -82.4502638117942 37.8439136757303, -82.4502999240686 37.8438963851508, -82.450416219067 37.8440491158617, -82.4502958439206 37.8441067561937, -82.4502376959722 37.8440303888094))"
65,Residential,Single Family Dwelling,,1569 SALTWELL ROAD,494.4639,21159950202,"POLYGON ((-82.5738030527842 37.8441084282124, -82.5737415118991 37.844081470187, -82.5737823070911 37.8440229083441, -82.5738438470779 37.8440498656815, -82.5738030527842 37.8441084282124))"
66,Residential,Single Family Dwelling,,155 WILDFLOWER DRIVE,5109.509,21159950202,"POLYGON ((-82.543940223047 37.8573581936526, -82.5438317784259 37.8573064398761, -82.5439913389833 37.8570962632379, -82.5441841300196 37.8571882697161, -82.5440680856512 37.8573411260953, -82.543983739236 37.8573008729154, -82.543940223047 37.8573581936526))"
67,Residential,Unclassified,,3200 TURKEY CREEK,1153.751,21159950100,"POLYGON ((-82.4935849522848 37.8917651983064, -82.4935630118323 37.8916891043203, -82.4937001818813 37.8916642656643, -82.4937221223338 37.8917403596761, -82.4935849522848 37.8917651983064))"
68,Unclassified,Unclassified,,3200 TURKEY CREEK,593.3609,21159950100,"POLYGON ((-82.4931957607812 37.8916790857727, -82.4932780644276 37.8916641827199, -82.4932968688614 37.8917294067711, -82.4932145670117 37.8917443091018, -82.4931957607812 37.8916790857727))"
69,Unclassified,Unclassified,,,791.15,21159950202,"POLYGON ((-82.5875738613738 37.8916407370966, -82.5875960057438 37.8917281980523, -82.5875132349736 37.8917413599704, -82.5874910897052 37.8916538997393, -82.5875738613738 37.8916407370966))"
70,Residential,Single Family Dwelling,,409 BIG ELK ROAD,1648.207,21159950100,"POLYGON ((-82.4415045927836 37.8440880667534, -82.4414499734177 37.8439853137629, -82.441579548211 37.8439420000942, -82.4416341675769 37.8440447531449, -82.4415045927836 37.8440880667534))"
71,Residential,Manufactured Home,,28 HARLESS ROAD,1335.069,21159950202,"POLYGON ((-82.6464104761779 37.8573330242528, -82.6463783119992 37.8572359652017, -82.6465007281179 37.8572104638273, -82.6465328922967 37.8573075222027, -82.6464104761779 37.8573330242528))"
72,Residential,Single Family Dwelling,,,791.1519,21159950202,"POLYGON ((-82.5946320431387 37.8572401299643, -82.5946562123114 37.8573272509003, -82.594573799969 37.8573416232844, -82.5945496307963 37.8572545009469, -82.5946320431387 37.8572401299643))"
73,Residential,Single Family Dwelling,,239 MURRAY ROAD,593.3635,21159950201,"POLYGON ((-82.5292331300812 37.8573270920267, -82.529218872021 37.8572611488198, -82.5293020416432 37.8572498446694, -82.5293162997035 37.8573157871772, -82.5292331300812 37.8573270920267))"
74,Residential,Single Family Dwelling,,66 MUSIC LANE,4384.271,21159950100,"POLYGON ((-82.4669821940536 37.8914634342916, -82.4671666011134 37.8914085369747, -82.4672606142994 37.891606870238, -82.4670762072396 37.8916617681159, -82.4669821940536 37.8914634342916))"
75,Residential,Single Family Dwelling,,765 SOUTH MILO ROAD,4252.429,21159950202,"POLYGON ((-82.5805097040156 37.8914447207036, -82.5805284689235 37.8913454748747, -82.5803754049823 37.8913273000433, -82.5803920840022 37.8912390807644, -82.5806842960826 37.8912737779497, -82.5806488530531 37.8914612429936, -82.5805097040156 37.8914447207036))"
76,Residential,Single Family Dwelling,,,461.4995,21159950202,"POLYGON ((-82.4970181767568 37.8914337011153, -82.4969801420877 37.8913617008544, -82.4970320584229 37.8913444767017, -82.497070093092 37.8914164769794, -82.4970181767568 37.8914337011153))"
77,Unclassified,Unclassified,,,791.1438,21159950100,"POLYGON ((-82.4887507233806 37.8873251087845, -82.4887440956104 37.8872360580521, -82.4888283683638 37.8872321190191, -82.4888349952357 37.8873211697563, -82.4887507233806 37.8873251087845))"
78,Residential,Single Family Dwelling,,264 ROCKHOUSE MILLS ROAD,3164.583,21159950202,"POLYGON ((-82.6054793511114 37.85557579278, -82.605141845076 37.8555779326595, -82.6051409449641 37.8554887321902, -82.6054784518979 37.8554865930174, -82.6054793511114 37.85557579278))"
79,Residential,Single Family Dwelling,,7403 TOMAHAWK ROAD,1780.07,21159950202,"POLYGON ((-82.6487239380719 37.8554424959718, -82.6487964213355 37.8555247619213, -82.6486580789851 37.8556013890534, -82.6485855957215 37.8555191217708, -82.6487239380719 37.8554424959718))"
80,Unclassified,Unclassified,,503 TOMAHAWK ROAD,1582.285,21159950202,"POLYGON ((-82.5655886170778 37.8694478648665, -82.5654282686979 37.8694060752082, -82.565463414385 37.8693213328284, -82.5656237618666 37.8693631232438, -82.5655886170778 37.8694478648665))"
81,Residential,Unclassified,,,3955.727,21159950100,"POLYGON ((-82.4162542589924 37.8555894597782, -82.416168211168 37.8552619610925, -82.4162783580965 37.8552437667178, -82.416364405921 37.8555712683214, -82.4162542589924 37.8555894597782))"
82,Residential,Single Family Dwelling,,2513 BIG ELK ROAD,1120.791,21159950100,"POLYGON ((-82.448583310036 37.8693278306932, -82.4485499403181 37.8693637430333, -82.4483574061999 37.8692513142749, -82.4483907768161 37.86921540188, -82.448583310036 37.8693278306932))"
83,Residential,Manufactured Home,,103 CRUM BRANCH,1780.073,21159950201,"POLYGON ((-82.5516013019283 37.8264213059113, -82.5516509841534 37.8266181111922, -82.5515682780619 37.8266312457166, -82.5515185958367 37.8264344418899, -82.5516013019283 37.8264213059113))"
84,Residential,Single Family Dwelling,,264 ROCKHOUSE MILLS ROAD,2999.765,21159950202,"POLYGON ((-82.6056796493687 37.8553409071217, -82.6055991791838 37.8553610356681, -82.6056541821304 37.8554992748497, -82.6055603000983 37.855522758221, -82.6054756805952 37.8553100812625, -82.6056500328121 37.8552664706752, -82.6056796493687 37.8553409071217))"
85,Residential,Unclassified,,,3955.747,21159950100,"POLYGON ((-82.4172916721101 37.8555093671183, -82.4172872029915 37.855420228273, -82.4177087904392 37.8554069421244, -82.4177132586594 37.8554960788579, -82.4172916721101 37.8555093671183))"
86,Unclassified,Unclassified,,114 BECCA LIZ LANE,7532.384,21159950201,"POLYGON ((-82.5222833623946 37.8552335637656, -82.5225068758137 37.85525414486, -82.5224728081049 37.8554867469301, -82.5220956261783 37.8554520158632, -82.5221134721098 37.8553301778999, -82.5222671388206 37.8553443272514, -82.5222833623946 37.8552335637656))"
87,Residential,Manufactured Home,,774 COLLINS CREEK,2769.021,21159950100,"POLYGON ((-82.4216654219047 37.8351204417713, -82.4215179463829 37.8352238406683, -82.4214061968598 37.8351235861453, -82.42155367328 37.8350201871078, -82.4216654219047 37.8351204417713))"
88,Residential,Manufactured Home,,51 OSENDOTT LANE,3296.465,21159950100,"POLYGON ((-82.4789641703498 37.8349162331178, -82.4790063004383 37.8351929957569, -82.4788946308654 37.8352036881785, -82.4788525016752 37.8349269248701, -82.4789641703498 37.8349162331178))"
89,Unclassified,Unclassified,,3188 TURKEY CREEK,461.5025,21159950100,"POLYGON ((-82.4945299206749 37.8916304463145, -82.4944490857741 37.8916750420563, -82.4944169287818 37.8916384359202, -82.494497764581 37.8915938401563, -82.4945299206749 37.8916304463145))"
90,Residential,Unclassified,,282 DEBORD ROAD,1846.024,21159950201,"POLYGON ((-82.5536376110992 37.8274017779231, -82.553816943576 37.827337456938, -82.5538632822716 37.827418738883, -82.5536839497948 37.8274830590877, -82.5536376110992 37.8274017779231))"
91,Residential,Unclassified,,17 BIG MUD LICK ROAD,2637.154,21159950100,"POLYGON ((-82.4895667610695 37.8915879177779, -82.489534269904 37.8914113726908, -82.4896735015865 37.8913952807096, -82.489705992752 37.8915718251263, -82.4895667610695 37.8915879177779))"
92,Residential,Single Family Dwelling,,463 PREECE HILL,2769.014,21159950201,"POLYGON ((-82.4890166812985 37.8274414719842, -82.4890153553851 37.8272853642143, -82.4891840509107 37.8272844609623, -82.4891853777224 37.8274405701531, -82.4890166812985 37.8274414719842))"
93,Unclassified,Unclassified,,2302 COLDWATER ROAD,527.4305,21159950201,"POLYGON ((-82.5061925090568 37.827443380659, -82.5061259959965 37.8273714469999, -82.5061713420537 37.8273450682326, -82.5062378533173 37.8274170033365, -82.5061925090568 37.827443380659))"
94,Residential,Single Family Dwelling,,,2373.446,21159950100,"POLYGON ((-82.4003297637637 37.8274397641105, -82.4001614051064 37.8274483318605, -82.4001506028651 37.8273147933403, -82.4003189597258 37.8273062241556, -82.4003297637637 37.8274397641105))"
95,Residential,Manufactured Home,,77 SWEETWATER ROAD,1318.587,21159950100,"POLYGON ((-82.4755047150716 37.8349420479856, -82.475556070858 37.8349602303425, -82.4754414467261 37.8351638776832, -82.4753900918379 37.8351456967955, -82.4755047150716 37.8349420479856))"
96,Residential,Single Family Dwelling,,57 YOUNG ESTATE,1928.43,21159950201,"POLYGON ((-82.5198633252737 37.843942600944, -82.5199780068978 37.8439001647608, -82.5200553033348 37.8440315266629, -82.5199406208123 37.8440739641891, -82.5198633252737 37.843942600944))"
97,Residential,Manufactured Home,,94 FLAT HOLLOW,922.9997,21159950202,"POLYGON ((-82.5207400693129 37.8717782571061, -82.5205704386412 37.8716989528502, -82.5205990230335 37.8716605342031, -82.5207686519086 37.8717398392094, -82.5207400693129 37.8717782571061))"
98,Residential,Single Family Dwelling,,457 UPPER ALPHA BRANCH,1384.502,21159950202,"POLYGON ((-82.5663170151276 37.8913306660419, -82.5663473970488 37.891484906315, -82.5662639848814 37.8914952233477, -82.5662336047568 37.8913409852231, -82.5663170151276 37.8913306660419))"
99,Unclassified,Unclassified,,1010 WEST MAIN STREET,593.3592,21159950202,"POLYGON ((-82.5531703191665 37.8717499902384, -82.553176417829 37.8716832621774, -82.5532605971576 37.8716880969501, -82.5532544975968 37.8717548250067, -82.5531703191665 37.8717499902384))"
0,Residential,Single Family Dwelling,,63 ARLEN LANE,2142.702,21159950202,"POLYGON ((-82.5265912926284 37.8694372738532, -82.5267256877814 37.8694701878951, -82.5266717116093 37.8696086878157, -82.5265373155579 37.8695757731264, -82.5265912926284 37.8694372738532))"
1,Residential,Single Family Dwelling,,145 CRUM BRANCH,1186.722,21159950201,"POLYGON ((-82.5511578189439 37.8267112320888, -82.5510943601556 37.8267553058712, -82.5509832295718 37.8266546339769, -82.5510466901567 37.8266105608441, -82.5511578189439 37.8267112320888))"
2,Residential,Unclassified,,6717 BEAUTY ROAD,1582.29,21159950100,"POLYGON ((-82.4474226750108 37.8266854938109, -82.4476457410689 37.8266625390966, -82.4476565927175 37.8267288892775, -82.4474335266594 37.8267518432615, -82.4474226750108 37.8266854938109))"
3,Residential,Multi - Family Dwelling,,1115 ROCKCASTLE ROAD,6971.975,21159950202,"POLYGON ((-82.5529222817401 37.8772475876895, -82.5527254608614 37.8772420463434, -82.5527339517375 37.8770526058, -82.5529307744128 37.8770581478694, -82.5529357681475 37.8769467129123, -82.5528232981756 37.8769435462134, -82.5528252969271 37.8768989720396, -82.5530361764401 37.8769049097809, -82.5530291848522 37.8770609203221, -82.5530010666855 37.877060128294, -82.5529955716909 37.8771827067615, -82.5529252803165 37.8771807270492, -82.5529222817401 37.8772475876895))"
4,Residential,Unclassified,,113 SPENCE BRANCH,1582.294,21159950202,"POLYGON ((-82.5807172858131 37.9172027591529, -82.5806032743322 37.9171040377558, -82.580686351428 37.9170438238961, -82.5808003620106 37.9171425446654, -82.5807172858131 37.9172027591529))"
5,Residential,Single Family Dwelling,,4851 ROCKCASTLE ROAD,3131.617,21159950202,"POLYGON ((-82.5455917568322 37.917172755737, -82.5456143719195 37.9169616549941, -82.5457546186983 37.9169710840195, -82.5457320054076 37.9171821847354, -82.5455917568322 37.917172755737))"
6,Residential,Single Family Dwelling,,136 GORDON HOLLOW,527.4306,21159950100,"POLYGON ((-82.4326950501509 37.8387817028804, -82.4326981547285 37.8387371673447, -82.4328104692919 37.8387420908298, -82.4328073647142 37.838786627072, -82.4326950501509 37.8387817028804))"
7,Residential,Single Family Dwelling,,131 BLEVINS LANE,593.3571,21159950202,"POLYGON ((-82.5428666141116 37.8615735542931, -82.5428006669899 37.8615318112328, -82.542853318147 37.8614795270554, -82.542919266167 37.8615212701454, -82.5428666141116 37.8615735542931))"
8,Residential,Unclassified,,80 TOMAHAWK ESTATE,1054.856,21159950202,"POLYGON ((-82.5894193908362 37.8772764182817, -82.5892036945567 37.8772254428656, -82.5892197726037 37.877182701089, -82.5894354688832 37.8772336758256, -82.5894193908362 37.8772764182817))"
