,res,ind,com,rest
7610400,4314,289,0,0
7614000,4311,289,0,3
7617600,4310,289,0,4
7621200,4195,289,115,4
7624800,4132,265,199,7
7628400,4006,265,325,7
7632000,3897,265,439,2
7635600,3825,265,513,0
7639200,3815,265,522,1
7642800,3778,265,553,7
7646400,3783,265,553,2
7650000,3785,265,553,0
7653600,3856,238,509,0
7657200,3938,238,427,0
7660800,4093,238,272,0
7664400,4364,238,0,1
7668000,4360,238,0,5
7671600,4360,238,0,5
7675200,4365,238,0,0
7678800,4365,238,0,0
7682400,4301,302,0,0
7686000,4301,302,0,0
7689600,4301,302,0,0
7693200,4301,302,0,0
7696800,4301,302,0,0
7700400,4296,302,0,5
7704000,4294,302,0,7
7707600,4217,302,77,7
7711200,4135,299,160,9
7714800,4018,299,275,11
7718400,3930,299,368,6
7722000,3837,299,466,1
7725600,3826,299,477,1
7729200,3783,299,513,8
7732800,3787,299,514,3
7736400,3786,299,518,0
7740000,3894,235,474,0
7743600,3976,235,392,0
7747200,4129,235,237,2
7750800,4364,235,0,4
7754400,4357,235,0,11
7758000,4357,235,0,11
7761600,4368,235,0,0
7765200,4368,235,0,0
7768800,4318,285,0,0
7772400,4318,285,0,0
