,res,ind,com,rest
7614000,4320,281,0,0
7617600,4320,281,0,0
7621200,4243,281,74,3
7624800,4180,275,141,5
7628400,4073,275,242,11
7632000,3974,275,335,17
7635600,3885,275,422,19
7639200,3860,275,446,20
7642800,3847,275,457,22
7646400,3846,275,458,22
7650000,3844,275,460,22
7653600,3916,249,416,20
7657200,4002,249,331,19
7660800,4164,249,179,9
7664400,4352,249,0,0
7668000,4352,249,0,0
7671600,4352,249,0,0
7675200,4352,249,0,0
7678800,4352,249,0,0
7682400,4316,285,0,0
7686000,4316,285,0,0
7689600,4316,285,0,0
7693200,4316,285,0,0
7696800,4316,285,0,0
7700400,4316,285,0,0
7704000,4316,285,0,0
7707600,4238,285,77,1
7711200,4169,282,149,1
7714800,4052,282,262,5
7718400,3942,282,365,12
7722000,3869,282,436,14
7725600,3824,282,481,14
7729200,3816,282,489,14
7732800,3816,282,489,14
7736400,3814,282,491,14
7740000,3905,237,447,12
7743600,3991,237,365,8
7747200,4153,237,204,7
7750800,4364,237,0,0
7754400,4364,237,0,0
7758000,4364,237,0,0
7761600,4364,237,0,0
7765200,4364,237,0,0
7768800,4314,287,0,0
7772400,4314,287,0,0
