,res,ind,com,rest
1180800,1912,1001,1629,64
1184400,2254,1001,1303,48
1188000,2717,1001,857,31
1191600,3143,1001,443,19
1195200,3455,1001,144,6
1198800,3605,1001,0,0
1202400,3562,1044,0,0
1206000,3562,1044,0,0
1209600,3562,1044,0,0
1213200,3562,1044,0,0
1216800,3562,1044,0,0
1220400,3562,1044,0,0
1224000,3562,1044,0,0
1227600,3267,1044,286,9
1231200,3028,1023,535,20
1234800,2581,1023,966,36
1238400,2169,1023,1361,53
1242000,1833,1023,1687,63
1245600,1703,1023,1812,68
1249200,1660,1023,1852,71
1252800,1657,1023,1855,71
1256400,1649,1023,1862,72
1260000,1720,998,1818,70
1263600,1806,998,1737,65
1267200,1968,998,1577,63
1270800,2310,998,1252,46
1274400,2773,998,807,28
1278000,3199,998,396,13
1281600,3511,998,93,4
1285200,3608,998,0,0
1288800,3560,1046,0,0
1292400,3560,1046,0,0
1296000,3560,1046,0,0
1299600,3560,1046,0,0
1303200,3560,1046,0,0
1306800,3560,1046,0,0
1310400,3560,1046,0,0
1314000,3261,1046,287,12
1317600,3021,1024,536,25
1321200,2588,1024,951,43
1324800,2185,1024,1341,56
1328400,1851,1024,1661,70
1332000,1722,1024,1787,73
1335600,1680,1024,1828,74
1339200,1676,1024,1832,74
1342800,1665,1024,1843,74
1346400,1757,978,1800,71
1350000,1843,978,1714,71
1353600,2005,978,1561,62
1357200,2347,978,1236,45
1360800,2810,978,792,26
1364400,3236,978,382,10
1368000,3548,978,77,3
1371600,3628,978,0,0
1375200,3579,1027,0,0
1378800,3579,1027,0,0
1382400,3579,1027,0,0
1386000,3579,1027,0,0
1389600,3579,1027,0,0
1393200,3579,1027,0,0
1396800,3579,1027,0,0
1400400,3276,1027,293,10
1404000,3037,1006,549,14
1407600,2608,1006,963,29
1411200,2196,1006,1358,46
1414800,1868,1006,1666,66
1418400,1748,1006,1776,76
1422000,1705,1006,1818,77
1425600,1702,1006,1821,77
1429200,1690,1006,1833,77
1432800,1777,965,1790,74
1436400,1863,965,1708,70
1440000,2025,965,1554,62
1443600,2367,965,1227,47
1447200,2830,965,784,27
1450800,3256,965,373,12
1454400,3568,965,70,3
1458000,3641,965,0,0
1461600,3585,1021,0,0
1465200,3585,1021,0,0
1468800,3585,1021,0,0
1472400,3585,1021,0,0
1476000,3585,1021,0,0
1479600,3585,1021,0,0
1483200,3585,1021,0,0
1486800,3288,1021,282,15
1490400,3074,979,530,23
1494000,2651,979,937,39
1497600,2267,979,1307,53
1501200,1945,979,1615,67
1504800,1831,979,1726,70
1508400,1793,979,1762,72
1512000,1790,979,1765,72
1515600,1782,979,1773,72
1519200,1883,924,1727,72
1522800,1969,924,1643,70
1526400,2131,924,1485,66
1530000,2473,924,1155,54
1533600,2936,924,711,35
1537200,3362,924,305,15
1540800,3674,924,8,0
1544400,3682,924,0,0
1548000,3619,987,0,0
1551600,3619,987,0,0
1555200,3619,987,0,0
1558800,3619,987,0,0
1562400,3619,987,0,0
1566000,3619,987,0,0
1569600,3619,987,0,0
1573200,3338,987,272,9
1576800,3115,969,506,16
1580400,2695,969,907,35
1584000,2313,969,1277,47
1587600,2010,969,1570,57
1591200,1887,969,1686,64
1594800,1848,969,1723,66
1598400,1844,969,1727,66
1602000,1834,969,1736,67
1605600,1927,922,1693,64
1609200,2013,922,1609,62
1612800,2175,922,1450,59
1616400,2517,922,1120,47
1620000,2980,922,675,29
1623600,3406,922,269,9
1627200,3684,922,0,0
1630800,3684,922,0,0
1634400,3601,1005,0,0
1638000,3601,1005,0,0
1641600,3601,1005,0,0
1645200,3601,1005,0,0
1648800,3601,1005,0,0
1652400,3601,1005,0,0
1656000,3601,1005,0,0
1659600,3321,1005,266,14
1663200,3136,939,509,22
1666800,2730,939,899,38
1670400,2343,939,1266,58
1674000,2030,939,1572,65
1677600,1921,939,1678,68
1681200,1883,939,1716,68
1684800,1880,939,1719,68
1688400,1870,939,1729,68
1692000,1969,886,1685,66
1695600,2055,886,1604,61
1699200,2217,886,1448,55
1702800,2559,886,1120,41
1706400,3022,886,673,25
1710000,3448,886,261,11
1713600,3720,886,0,0
1717200,3720,886,0,0
1720800,3634,972,0,0
1724400,3634,972,0,0
1728000,3634,972,0,0
1731600,3634,972,0,0
1735200,3634,972,0,0
1738800,3634,972,0,0
1742400,3634,972,0,0
1746000,3367,972,250,17
1749600,3186,916,477,27
1753200,2785,916,866,39
1756800,2421,916,1216,53
1760400,2119,916,1510,61
1764000,1996,916,1629,65
1767600,1963,916,1659,68
1771200,1960,916,1662,68
1774800,1952,916,1670,68
1778400,2068,846,1626,66
1782000,2154,846,1544,62
1785600,2316,846,1389,55
1789200,2658,846,1063,39
1792800,3121,846,615,24
1796400,3547,846,204,9
1800000,3760,846,0,0
1803600,3760,846,0,0
1807200,3657,949,0,0
1810800,3657,949,0,0
1814400,3657,949,0,0
1818000,3657,949,0,0
1821600,3657,949,0,0
1825200,3657,949,0,0
1828800,3657,949,0,0
1832400,3390,949,255,12
1836000,3210,892,485,19
1839600,2842,892,835,37
1843200,2507,892,1161,46
1846800,2240,892,1417,57
1850400,2133,892,1521,60
1854000,2098,892,1555,61
1857600,2097,892,1556,61
1861200,2085,892,1568,61
1864800,2213,810,1523,60
1868400,2299,810,1442,55
1872000,2461,810,1282,53
1875600,2803,810,959,34
1879200,3266,810,515,15
1882800,3692,810,97,7
1886400,3796,810,0,0
1890000,3796,810,0,0
1893600,3700,906,0,0
1897200,3700,906,0,0
1900800,3700,906,0,0
1904400,3700,906,0,0
1908000,3700,906,0,0
1911600,3700,906,0,0
1915200,3700,906,0,0
1918800,3436,906,251,13
1922400,3235,876,474,21
1926000,2844,876,842,44
1929600,2530,876,1143,57
1933200,2260,876,1405,65
1936800,2168,876,1493,69
1940400,2139,876,1522,69
1944000,2137,876,1524,69
1947600,2126,876,1535,69
1951200,2271,777,1492,66
1954800,2357,777,1409,63
1958400,2519,777,1257,53
1962000,2861,777,933,35
1965600,3324,777,490,15
1969200,3750,777,79,0
1972800,3829,777,0,0
1976400,3829,777,0,0
1980000,3713,893,0,0
1983600,3713,893,0,0
1987200,3713,893,0,0
1990800,3713,893,0,0
1994400,3713,893,0,0
1998000,3713,893,0,0
2001600,3713,893,0,0
2005200,3455,893,251,7
2008800,3295,834,463,14
2012400,2928,834,814,30
2016000,2596,834,1131,45
2019600,2345,834,1369,58
2023200,2249,834,1461,62
2026800,2217,834,1490,65
2030400,2214,834,1493,65
2034000,2206,834,1500,66
2037600,2321,765,1456,64
2041200,2407,765,1373,61
2044800,2569,765,1216,56
2048400,2911,765,888,42
2052000,3374,765,439,28
2055600,3800,765,38,3
2059200,3841,765,0,0
2062800,3841,765,0,0
2066400,3736,870,0,0
2070000,3736,870,0,0
2073600,3736,870,0,0
2077200,3736,870,0,0
2080800,3736,870,0,0
2084400,3736,870,0,0
2088000,3736,870,0,0
2091600,3493,870,235,8
2095200,3294,844,452,16
2098800,2945,844,783,34
2102400,2616,844,1104,42
2106000,2363,844,1351,48
2109600,2276,844,1435,51
2113200,2244,844,1466,52
2116800,2243,844,1467,52
2120400,2237,844,1473,52
2124000,2369,758,1428,51
2127600,2455,758,1345,48
2131200,2617,758,1188,43
2134800,2959,758,856,33
2138400,3422,758,412,14
2142000,3848,758,0,0
2145600,3848,758,0,0
2149200,3848,758,0,0
2152800,3766,840,0,0
2156400,3766,840,0,0
2160000,3766,840,0,0
2163600,3766,840,0,0
2167200,3766,840,0,0
2170800,3766,840,0,0
2174400,3766,840,0,0
2178000,3531,840,226,9
2181600,3358,807,428,13
2185200,3022,807,757,20
2188800,2710,807,1054,35
2192400,2471,807,1282,46
2196000,2383,807,1368,48
2199600,2352,807,1399,48
2203200,2350,807,1401,48
2206800,2346,807,1405,48
2210400,2471,728,1359,48
2214000,2557,728,1280,41
2217600,2719,728,1124,35
2221200,3061,728,790,27
2224800,3524,728,349,5
2228400,3878,728,0,0
2232000,3878,728,0,0
2235600,3878,728,0,0
2239200,3772,834,0,0
2242800,3772,834,0,0
2246400,3772,834,0,0
2250000,3772,834,0,0
2253600,3772,834,0,0
2257200,3772,834,0,0
2260800,3772,834,0,0
2264400,3529,834,232,11
2268000,3389,768,432,17
2271600,3064,768,742,32
2275200,2758,768,1038,42
2278800,2519,768,1271,48
2282400,2421,768,1365,52
2286000,2395,768,1389,54
2289600,2391,768,1393,54
2293200,2383,768,1401,54
2296800,2499,698,1357,52
2300400,2585,698,1274,49
2304000,2747,698,1119,42
2307600,3089,698,788,31
2311200,3552,698,342,14
2314800,3908,698,0,0
2318400,3908,698,0,0
2322000,3908,698,0,0
2325600,3812,794,0,0
2329200,3812,794,0,0
2332800,3812,794,0,0
2336400,3812,794,0,0
2340000,3812,794,0,0
2343600,3812,794,0,0
2347200,3812,794,0,0
2350800,3595,794,207,10
2354400,3440,748,399,19
2358000,3117,748,709,32
2361600,2829,748,986,43
2365200,2606,748,1199,53
2368800,2506,748,1294,58
2372400,2473,748,1327,58
2376000,2471,748,1329,58
2379600,2464,748,1335,59
2383200,2569,689,1292,56
2386800,2655,689,1210,52
2390400,2817,689,1054,46
2394000,3159,689,728,30
2397600,3622,689,281,14
2401200,3917,689,0,0
2404800,3917,689,0,0
2408400,3917,689,0,0
2412000,3813,793,0,0
2415600,3813,793,0,0
2419200,3813,793,0,0
2422800,3813,793,0,0
2426400,3813,793,0,0
2430000,3813,793,0,0
2433600,3813,793,0,0
2437200,3582,793,222,9
2440800,3431,759,402,14
2444400,3098,759,722,27
2448000,2806,759,998,43
2451600,2572,759,1225,50
2455200,2493,759,1304,50
2458800,2463,759,1334,50
2462400,2461,759,1336,50
2466000,2452,759,1345,50
2469600,2589,668,1300,49
2473200,2675,668,1217,46
2476800,2837,668,1061,40
2480400,3179,668,737,22
2484000,3642,668,287,9
2487600,3938,668,0,0
2491200,3938,668,0,0
2494800,3938,668,0,0
2498400,3808,798,0,0
2502000,3808,798,0,0
2505600,3808,798,0,0
2509200,3808,798,0,0
2512800,3808,798,0,0
2516400,3808,798,0,0
2520000,3808,798,0,0
2523600,3582,798,220,6
2527200,3466,723,408,9
2530800,3164,723,702,17
2534400,2864,723,993,26
2538000,2633,723,1213,37
2541600,2553,723,1287,43
2545200,2526,723,1314,43
2548800,2523,723,1317,43
2552400,2517,723,1321,45
2556000,2651,635,1279,41
2559600,2737,635,1196,38
2563200,2899,635,1041,31
2566800,3241,635,708,22
2570400,3704,635,256,11
2574000,3971,635,0,0
2577600,3971,635,0,0
2581200,3971,635,0,0
2584800,3856,750,0,0
2588400,3856,750,0,0
2592000,3856,750,0,0
2595600,3856,750,0,0
2599200,3856,750,0,0
2602800,3856,750,0,0
2606400,3856,750,0,0
2610000,3639,750,207,10
2613600,3492,705,392,17
2617200,3187,705,686,28
2620800,2910,705,951,40
2624400,2695,705,1160,46
2628000,2610,705,1240,51
2631600,2593,705,1256,52
2635200,2591,705,1258,52
2638800,2584,705,1265,52
2642400,2725,610,1219,52
2646000,2811,610,1138,47
2649600,2973,610,979,44
2653200,3315,610,648,33
2656800,3778,610,207,11
2660400,3996,610,0,0
2664000,3996,610,0,0
2667600,3996,610,0,0
2671200,3874,732,0,0
2674800,3874,732,0,0
2678400,3874,732,0,0
2682000,3874,732,0,0
2685600,3874,732,0,0
2689200,3874,732,0,0
2692800,3874,732,0,0
2696400,3674,732,186,14
2700000,3551,678,357,20
2703600,3281,678,619,28
2707200,3037,678,857,34
2710800,2824,678,1064,40
2714400,2749,678,1135,44
2718000,2727,678,1155,46
2721600,2725,678,1157,46
2725200,2718,678,1163,47
2728800,2845,597,1121,43
2732400,2931,597,1037,41
2736000,3093,597,880,36
2739600,3435,597,547,27
2743200,3898,597,104,7
2746800,4009,597,0,0
2750400,4009,597,0,0
2754000,4009,597,0,0
2757600,3890,716,0,0
2761200,3890,716,0,0
2764800,3890,716,0,0
2768400,3890,716,0,0
2772000,3890,716,0,0
2775600,3890,716,0,0
2779200,3890,716,0,0
2782800,3687,716,191,12
2786400,3596,632,364,14
2790000,3345,632,609,20
2793600,3088,632,856,30
2797200,2886,632,1048,40
2800800,2821,632,1108,45
2804400,2795,632,1134,45
2808000,2793,632,1136,45
2811600,2788,632,1141,45
2815200,2905,561,1096,44
2818800,2991,561,1013,41
2822400,3153,561,855,37
2826000,3495,561,526,24
2829600,3958,561,84,3
2833200,4045,561,0,0
2836800,4045,561,0,0
2840400,4045,561,0,0
2844000,3910,696,0,0
2847600,3910,696,0,0
2851200,3910,696,0,0
2854800,3910,696,0,0
2858400,3910,696,0,0
2862000,3910,696,0,0
2865600,3910,696,0,0
2869200,3708,696,191,11
2872800,3607,638,346,15
2876400,3327,638,618,23
2880000,3068,638,867,33
2883600,2868,638,1060,40
2887200,2797,638,1128,43
2890800,2777,638,1146,45
2894400,2774,638,1149,45
2898000,2766,638,1157,45
2901600,2904,546,1114,42
2905200,2990,546,1034,36
2908800,3152,546,879,29
2912400,3494,546,549,17
2916000,3957,546,101,2
2919600,4060,546,0,0
2923200,4060,546,0,0
2926800,4060,546,0,0
2930400,3935,671,0,0
2934000,3935,671,0,0
2937600,3935,671,0,0
2941200,3935,671,0,0
2944800,3935,671,0,0
2948400,3935,671,0,0
2952000,3935,671,0,0
2955600,3734,671,196,5
2959200,3572,673,347,14
2962800,3328,673,582,23
2966400,3095,673,805,33
2970000,2911,673,981,41
2973600,2842,673,1045,46
2977200,2825,673,1062,46
2980800,2824,673,1063,46
2984400,2820,673,1067,46
2988000,2989,550,1023,44
2991600,3075,550,939,42
2995200,3237,550,784,35
2998800,3579,550,458,19
3002400,4042,550,14,0
3006000,4056,550,0,0
3009600,4056,550,0,0
3013200,4056,550,0,0
3016800,3943,663,0,0
3020400,3943,663,0,0
3024000,3943,663,0,0
3027600,3943,663,0,0
3031200,3943,663,0,0
3034800,3943,663,0,0
3038400,3943,663,0,0
3042000,3753,663,180,10
3045600,3649,593,349,15
3049200,3389,593,602,22
3052800,3155,593,828,30
3056400,2986,593,988,39
3060000,2916,593,1057,40
3063600,2891,593,1081,41
3067200,2891,593,1081,41
3070800,2887,593,1084,42
3074400,3006,520,1040,40
3078000,3092,520,954,40
3081600,3254,520,800,32
3085200,3596,520,471,19
3088800,4059,520,27,0
3092400,4086,520,0,0
3096000,4086,520,0,0
3099600,4086,520,0,0
3103200,3983,623,0,0
3106800,3983,623,0,0
3110400,3983,623,0,0
3114000,3983,623,0,0
3117600,3983,623,0,0
3121200,3983,623,0,0
3124800,3983,623,0,0
3128400,3804,623,175,4
3132000,3703,566,323,14
3135600,3476,566,542,22
3139200,3250,566,763,27
3142800,3064,566,946,30
3146400,3002,566,1006,32
3150000,2974,566,1033,33
3153600,2973,566,1034,33
3157200,2968,566,1039,33
3160800,3073,507,995,31
3164400,3159,507,913,27
3168000,3321,507,757,21
3171600,3663,507,426,10
3175200,4099,507,0,0
3178800,4099,507,0,0
3182400,4099,507,0,0
3186000,4099,507,0,0
3189600,4009,597,0,0
3193200,4009,597,0,0
3196800,4008,597,0,0
3200400,4008,597,0,0
3204000,4008,597,0,0
3207600,4008,597,0,0
3211200,4008,597,0,0
3214800,3823,597,174,11
3218400,3689,587,313,16
3222000,3440,587,557,21
3225600,3230,587,763,25
3229200,3054,587,928,36
3232800,2991,587,989,38
3236400,2962,587,1018,38
3240000,2961,587,1019,38
3243600,2957,587,1023,38
3247200,3092,498,980,35
3250800,3178,498,896,33
3254400,3340,498,739,28
3258000,3682,498,414,11
3261600,4107,498,0,0
3265200,4107,498,0,0
3268800,4107,498,0,0
3272400,4107,498,0,0
3276000,4014,591,0,0
3279600,4014,591,0,0
3283200,4014,591,0,0
3286800,4014,591,0,0
3290400,4014,591,0,0
3294000,4014,591,0,0
3297600,4014,591,0,0
3301200,3832,591,175,7
3304800,3745,535,309,16
3308400,3529,535,520,21
3312000,3324,535,714,32
3315600,3144,535,885,41
3319200,3076,535,953,41
3322800,3055,535,973,42
3326400,3053,535,975,42
3330000,3044,535,984,42
3333600,3183,442,938,42
3337200,3269,442,856,38
3340800,3431,442,702,30
3344400,3773,442,374,16
3348000,4163,442,0,0
3351600,4163,442,0,0
3355200,4163,442,0,0
3358800,4163,442,0,0
3362400,4026,579,0,0
3366000,4026,579,0,0
3369600,4026,579,0,0
3373200,4026,579,0,0
3376800,4026,579,0,0
3380400,4026,579,0,0
3384000,4026,579,0,0
3387600,3856,579,163,7
3391200,3756,560,281,8
3394800,3498,560,530,17
3398400,3289,560,729,27
3402000,3135,560,877,33
3405600,3086,560,923,36
3409200,3069,560,939,37
3412800,3069,560,939,37
3416400,3064,560,944,37
3420000,3192,478,902,33
3423600,3278,478,817,32
3427200,3440,478,663,24
3430800,3782,478,334,11
3434400,4127,478,0,0
3438000,4127,478,0,0
3441600,4127,478,0,0
3445200,4127,478,0,0
3448800,4029,576,0,0
3452400,4029,576,0,0
3456000,4029,576,0,0
3459600,4029,576,0,0
3463200,4029,576,0,0
3466800,4029,576,0,0
3470400,4029,576,0,0
3474000,3865,576,158,6
3477600,3803,501,292,9
3481200,3597,501,490,17
3484800,3401,501,680,23
3488400,3237,501,834,33
3492000,3179,501,890,35
3495600,3163,501,905,36
3499200,3161,501,907,36
3502800,3154,501,914,36
3506400,3268,433,869,35
3510000,3354,433,785,33
3513600,3516,433,627,29
3517200,3858,433,305,9
3520800,4172,433,0,0
3524400,4172,433,0,0
3528000,4172,433,0,0
3531600,4172,433,0,0
3535200,4074,531,0,0
3538800,4074,531,0,0
3542400,4074,531,0,0
3546000,4074,531,0,0
3549600,4074,531,0,0
3553200,4074,531,0,0
3556800,4074,531,0,0
3560400,3928,531,139,7
3564000,3848,490,253,14
3567600,3627,490,463,25
3571200,3437,490,643,35
3574800,3279,490,794,42
3578400,3228,490,843,44
3582000,3209,490,862,44
3585600,3206,490,865,44
3589200,3201,490,870,44
3592800,3310,427,826,42
3596400,3396,427,745,37
3600000,3558,427,588,32
3603600,3900,427,266,12
3607200,4178,427,0,0
3610800,4178,427,0,0
3614400,4178,427,0,0
3618000,4178,427,0,0
3621600,4084,521,0,0
3625200,4084,521,0,0
3628800,4084,521,0,0
3632400,4084,521,0,0
3636000,4084,521,0,0
3639600,4084,521,0,0
3643200,4084,521,0,0
3646800,3943,521,138,3
3650400,3851,477,265,12
3654000,3624,477,485,19
3657600,3457,477,649,22
3661200,3306,477,797,25
3664800,3256,477,845,27
3668400,3242,477,859,27
3672000,3240,477,861,27
3675600,3235,477,866,27
3679200,3337,421,820,27
3682800,3423,421,738,23
3686400,3585,421,580,19
3690000,3927,421,251,6
3693600,4184,421,0,0
3697200,4184,421,0,0
3700800,4184,421,0,0
3704400,4184,421,0,0
3708000,4117,488,0,0
3711600,4117,488,0,0
3715200,4117,488,0,0
3718800,4117,488,0,0
3722400,4117,488,0,0
3726000,4117,488,0,0
3729600,4117,488,0,0
3733200,3956,488,156,5
3736800,3837,470,287,11
